geohash,highway_busway,highway_living_street,highway_motorway,highway_motorway_link,highway_primary,highway_primary_link,highway_residential,highway_secondary,highway_secondary_link,highway_tertiary,highway_tertiary_link,highway_trunk,highway_trunk_link,highway_unclassified,oneway_False,oneway_True,bridge_no,bridge_yes,tunnel_building_passage,tunnel_no,tunnel_yes
xn77ju,0,0,0,0,14,0,196,12,0,72,0,0,0,24,280,38,316,2,0,318,0
xn77jv,0,0,0,0,18,0,172,3,0,82,0,0,0,26,234,67,301,0,0,301,0
xn77jw,0,0,0,0,12,0,181,2,0,64,0,20,0,29,264,44,308,0,0,302,6
xn77jx,0,0,0,2,9,0,216,13,0,30,0,30,0,6,240,66,306,0,0,306,0
xn77jz,0,0,0,0,0,0,181,43,0,66,3,4,0,67,330,34,362,2,0,364,0
xn77k0,0,0,0,0,0,0,220,28,0,54,0,0,0,34,270,66,336,0,0,336,0
xn77k1,0,0,0,0,0,0,201,38,0,109,0,0,0,77,330,95,423,2,0,423,2
xn77k2,0,0,0,0,0,0,82,52,0,10,0,0,0,31,156,19,175,0,0,175,0
xn77k3,0,0,0,0,0,0,39,23,0,45,0,0,0,161,218,50,267,1,0,268,0
xn77k4,0,0,0,0,0,0,110,17,0,93,0,0,0,143,300,63,359,4,0,363,0
xn77k5,0,0,0,0,12,0,49,0,0,48,0,0,0,188,274,23,295,2,0,297,0
xn77k6,0,0,0,0,24,0,41,46,0,69,0,0,0,230,336,74,408,2,0,410,0
xn77k7,0,0,0,0,11,0,94,12,0,62,0,0,0,203,366,16,382,0,0,382,0
xn77k8,0,0,0,0,49,0,292,0,0,84,0,0,0,131,460,96,554,2,2,548,6
xn77k9,0,0,0,0,38,13,107,40,0,54,0,0,0,234,416,70,486,0,2,484,0
xn77kb,0,0,0,0,9,0,280,0,0,138,0,2,0,60,316,173,489,0,0,482,7
xn77kd,0,0,0,0,40,1,76,2,3,32,0,0,0,337,450,41,491,0,0,491,0
xn77ke,0,0,0,0,43,10,118,0,0,36,2,0,0,330,472,67,539,0,0,539,0
xn77kf,0,0,0,0,24,0,64,0,0,78,0,0,0,107,252,21,273,0,0,273,0
xn77kg,0,0,0,0,38,0,168,0,0,22,0,0,0,230,450,8,458,0,0,458,0
xn77kh,0,0,0,0,9,0,88,0,0,102,0,0,0,285,468,16,484,0,0,484,0
xn77kk,0,0,0,0,18,0,44,12,0,14,0,0,0,152,210,30,240,0,0,240,0
xn77kp,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,8,0,0,8,0
xn77ks,0,0,0,0,0,9,34,0,0,36,0,0,0,50,120,9,127,2,0,129,0
xn77kt,0,0,0,4,2,4,4,18,1,0,0,0,0,27,34,26,54,6,0,60,0
xn77ku,0,0,0,0,16,0,61,0,0,50,0,0,0,188,314,1,313,2,0,315,0
xn77kv,0,0,0,0,0,0,2,15,0,0,0,0,0,6,22,1,23,0,0,23,0
xn77kw,0,0,0,0,14,4,41,23,0,4,0,0,0,261,322,25,347,0,0,347,0
xn77m0,0,0,0,0,39,0,244,24,0,98,1,19,0,10,248,187,435,0,0,431,4
xn77m1,0,0,0,0,0,0,139,22,0,73,0,10,0,48,254,38,292,0,0,290,2
xn77m3,0,0,0,0,0,0,0,0,0,62,0,0,0,0,50,12,62,0,0,62,0
xn77m4,0,0,0,0,0,0,48,1,0,48,12,11,1,36,132,25,155,2,0,155,2
xn77m5,0,0,0,0,0,0,98,24,0,40,0,9,0,54,206,19,225,0,0,225,0
xn77m6,0,0,0,0,0,0,74,15,0,30,0,0,0,0,104,15,119,0,0,119,0
xn77m7,0,0,0,0,0,0,139,2,0,54,0,0,0,17,196,16,212,0,0,212,0
xn77m9,0,0,0,0,0,0,106,33,2,4,0,0,0,3,128,20,140,8,0,142,6
xn77md,0,0,2,0,4,0,59,10,0,14,0,0,0,13,84,18,98,4,0,102,0
xn77me,0,0,1,0,6,0,74,18,0,20,0,0,0,2,110,11,118,3,0,119,2
xn77mg,0,0,0,0,43,0,303,6,0,52,0,0,0,110,452,62,514,0,0,514,0
xn77mk,0,0,0,0,0,0,147,6,0,28,0,2,0,89,238,34,272,0,0,268,4
xn77mm,0,0,0,0,7,0,32,2,0,19,0,0,0,43,78,25,103,0,0,95,8
xn77mr,0,0,0,0,0,0,78,0,0,51,0,8,2,162,286,15,301,0,0,301,0
xn77ms,0,0,3,0,19,4,9,10,0,2,0,0,0,4,20,31,46,5,0,51,0
xn77mt,0,0,0,0,19,0,42,0,0,16,0,0,0,84,146,15,159,2,0,161,0
xn77mw,0,0,0,0,0,0,177,30,0,46,0,0,0,259,484,28,510,2,0,512,0
xn77mx,0,0,0,0,0,0,38,16,0,78,0,0,0,242,366,8,372,2,0,374,0
xn77my,0,0,0,0,18,0,141,30,0,72,0,0,0,161,392,30,422,0,0,422,0
xn77mz,0,0,0,0,16,0,191,0,0,114,1,0,0,62,350,34,384,0,0,384,0
xn77n1,0,0,0,0,21,0,118,21,0,12,0,0,0,47,158,61,219,0,0,219,0
xn77n3,0,0,0,0,2,9,2,4,0,22,0,0,0,2,28,13,34,7,0,39,2
xn77n4,0,0,0,0,0,0,191,20,1,37,0,20,0,4,204,69,273,0,0,273,0
xn77n7,0,0,0,0,0,0,211,48,11,36,0,0,0,26,282,50,332,0,0,332,0
xn77n8,0,0,0,2,35,0,152,6,0,23,0,0,0,39,200,57,252,5,0,257,0
xn77ne,0,0,0,0,0,0,184,9,0,35,0,8,0,4,184,56,238,2,0,238,2
xn77nh,0,0,0,0,23,0,258,19,0,89,0,0,0,19,256,152,406,2,0,408,0
xn77nk,0,0,0,0,0,0,84,20,0,22,0,0,0,0,100,26,126,0,0,126,0
xn77nm,0,0,0,2,3,1,27,10,0,0,0,0,0,2,36,9,40,5,0,45,0
xn77nt,0,0,0,0,28,0,225,0,0,36,0,0,0,6,212,83,295,0,0,295,0
xn77nu,0,0,0,0,2,0,127,0,0,76,1,22,3,27,188,70,258,0,0,258,0
xn77nw,0,0,0,0,20,18,161,0,0,62,2,0,0,16,192,87,279,0,0,277,2
xn77nx,0,0,0,0,16,0,224,0,0,74,0,0,0,22,272,64,336,0,0,336,0
xn77p0,0,0,0,0,1,12,211,0,0,38,0,0,0,35,262,35,293,4,0,297,0
xn77p1,0,0,0,0,12,1,242,0,0,40,0,0,0,20,274,41,305,10,0,312,3
xn77p3,0,0,0,0,0,0,355,0,0,132,0,0,0,8,492,3,495,0,0,495,0
xn77pm,0,0,0,0,18,0,270,0,0,16,0,0,0,39,324,19,343,0,0,343,0
xn77ps,0,0,0,0,0,0,62,0,0,106,0,0,0,77,210,35,245,0,0,245,0
xn77q0,0,0,0,0,6,0,243,6,0,30,0,0,0,23,266,42,308,0,0,308,0
xn77q1,0,0,0,0,48,0,186,0,0,34,0,6,8,27,218,91,305,4,0,309,0
xn77q3,0,0,0,0,34,0,165,0,0,56,0,0,0,14,226,43,267,2,0,269,0
xn77q4,0,0,0,0,10,0,250,0,0,20,0,14,9,12,216,99,315,0,0,315,0
xn77q5,0,0,0,0,0,0,102,0,0,72,0,3,0,81,236,22,258,0,0,258,0
xn77q6,0,0,0,0,0,0,342,0,0,112,0,0,0,3,386,71,457,0,0,457,0
xn77q7,0,0,0,0,0,0,175,0,0,74,0,9,0,6,232,32,264,0,0,264,0
xn77qe,0,0,0,0,17,0,101,0,0,20,0,0,0,45,156,27,177,6,0,183,0
xn77qf,0,0,0,0,0,0,296,0,0,138,0,0,0,29,428,35,463,0,0,463,0
xn77qh,0,0,0,0,0,0,192,0,0,74,0,0,0,52,274,44,318,0,0,318,0
xn77qm,0,0,0,0,4,19,123,0,0,52,0,9,0,32,182,57,237,2,0,239,0
xn77qq,0,0,0,0,12,0,102,34,0,68,0,0,0,103,278,41,317,2,0,319,0
xn77qr,0,0,0,0,17,0,209,0,0,48,0,0,0,266,494,46,540,0,0,540,0
xn77qs,0,0,0,0,6,0,55,0,0,30,0,0,0,63,134,20,154,0,0,154,0
xn77qu,0,0,0,0,24,0,134,0,0,54,0,0,0,22,192,42,234,0,0,234,0
xn77qv,0,0,0,0,40,0,183,0,0,74,0,0,0,35,268,64,332,0,0,332,0
xn77qw,0,0,0,0,0,0,97,12,0,74,0,14,0,102,264,35,299,0,0,299,0
xn77qz,0,0,0,0,13,0,301,0,0,74,0,17,11,25,354,87,439,2,0,439,2
xn77r0,0,0,0,0,14,0,285,0,0,44,1,12,0,59,326,89,415,0,0,415,0
xn77r1,0,0,0,0,46,0,126,0,0,74,0,0,0,55,186,115,301,0,0,301,0
xn77r2,0,0,0,0,0,0,84,12,0,4,0,12,0,74,172,14,186,0,0,186,0
xn77r4,0,0,0,0,16,0,219,0,0,110,0,0,0,20,314,51,365,0,0,365,0
xn77rj,0,0,0,0,0,0,33,0,0,2,0,0,0,13,44,4,48,0,0,48,0
xn77rp,0,0,0,0,0,0,42,0,0,0,0,0,0,32,74,0,74,0,0,68,6
xn77s6,0,0,0,0,0,0,52,22,0,150,0,0,0,259,480,3,483,0,0,483,0
xn77s7,0,0,0,0,0,0,144,19,0,138,0,0,0,266,564,3,567,0,0,567,0
xn77s8,0,0,0,0,31,0,80,0,0,18,0,0,0,79,196,12,208,0,0,208,0
xn77sb,0,0,0,0,0,0,37,20,0,58,0,0,0,102,212,5,217,0,0,217,0
xn77sc,0,0,0,0,12,8,40,22,0,61,0,0,0,227,336,34,370,0,0,369,1
xn77se,0,0,0,0,9,0,74,0,0,38,0,0,0,146,258,9,267,0,0,267,0
xn77sm,0,0,0,0,0,0,18,21,0,46,0,0,0,126,202,9,211,0,0,211,0
xn77sp,0,0,0,0,0,0,18,20,0,74,0,0,0,156,266,2,266,2,0,268,0
xn77sr,0,0,0,0,0,0,44,13,0,76,0,0,0,148,252,29,279,2,0,281,0
xn77ss,0,0,0,0,0,0,10,0,0,16,0,0,0,58,80,4,84,0,0,84,0
xn77su,0,0,0,0,0,0,86,20,0,94,0,0,0,274,472,2,474,0,0,474,0
xn77sv,0,0,0,0,0,0,34,4,0,72,0,0,0,176,284,2,286,0,0,286,0
xn77t0,0,0,0,0,0,0,62,0,0,39,0,0,0,108,208,1,209,0,0,207,2
xn77t1,0,0,0,0,23,9,22,18,0,68,0,0,0,224,314,50,364,0,0,364,0
xn77t3,0,0,0,0,22,0,52,0,0,64,0,11,0,224,340,33,373,0,0,373,0
xn77t5,0,0,0,0,0,0,18,14,0,102,0,0,0,338,472,0,472,0,0,472,0
xn77t6,0,0,0,0,0,0,34,0,0,54,0,7,0,203,288,10,298,0,0,298,0
xn77t8,0,0,0,0,0,0,24,24,0,52,0,0,0,203,294,9,303,0,0,303,0
xn77td,0,0,0,0,0,0,238,20,0,141,0,0,0,260,658,1,659,0,0,659,0
xn77th,0,0,0,0,0,0,161,20,0,46,0,0,0,178,386,19,405,0,0,405,0
xn77tm,0,0,0,0,0,0,52,0,0,122,0,6,2,298,472,8,480,0,0,480,0
xn77tq,0,0,0,0,14,0,30,0,0,83,0,1,2,147,256,21,273,4,0,277,0
xn77tr,0,0,0,0,14,0,12,4,0,84,0,0,0,182,282,14,296,0,0,296,0
xn77u3,0,0,0,0,16,0,90,14,4,54,0,0,0,268,430,16,440,6,0,446,0
xn77u5,0,0,0,0,0,0,58,16,0,24,0,0,0,278,368,8,372,4,0,376,0
xn77up,0,0,0,0,0,0,64,54,0,22,0,0,0,128,268,0,268,0,0,268,0
xn77uu,0,0,0,0,0,0,247,0,0,74,0,4,0,216,536,5,534,7,0,541,0
xn77v5,0,0,0,0,26,0,115,0,0,56,0,7,0,189,374,19,393,0,0,393,0
xn77v6,0,0,0,0,12,0,70,16,0,81,0,0,0,139,276,42,316,2,0,318,0
xn77vh,0,0,0,0,0,0,51,0,0,46,0,0,0,52,146,3,145,4,0,149,0
xn77vj,0,0,0,0,0,0,217,0,0,52,0,0,0,94,334,29,363,0,0,363,0
xn77vk,0,0,0,0,32,0,103,0,0,6,0,0,0,84,214,11,221,4,0,225,0
xn77vm,0,0,0,0,8,0,204,12,0,28,0,0,0,71,314,9,319,4,0,323,0
xn77wc,0,0,0,0,23,0,247,0,0,18,0,0,0,54,326,16,342,0,0,342,0
xn77wf,0,0,0,0,0,0,114,0,0,50,0,0,0,17,180,1,181,0,0,181,0
xn77wn,0,0,1,1,0,0,86,14,1,85,0,0,0,105,246,47,283,10,0,293,0
xn77wq,0,0,0,0,14,0,18,0,0,17,0,0,0,224,248,25,259,14,0,273,0
xn7k18,0,0,0,0,30,0,36,0,0,76,0,10,0,208,360,0,352,8,0,360,0
xn7k1b,0,0,0,0,14,0,122,0,0,102,0,18,0,189,428,17,441,4,0,445,0
xn7k40,0,0,0,0,9,0,103,0,0,46,0,4,0,197,324,35,359,0,0,359,0
xn7k41,0,0,0,0,0,0,12,0,0,10,0,6,0,58,86,0,86,0,0,86,0
xn7k50,0,0,0,0,0,0,33,36,0,61,0,0,0,150,272,8,266,14,0,280,0
