geohash,highway_busway,highway_living_street,highway_motorway,highway_motorway_link,highway_primary,highway_primary_link,highway_residential,highway_secondary,highway_secondary_link,highway_tertiary,highway_tertiary_link,highway_trunk,highway_trunk_link,highway_unclassified,oneway_False,oneway_True,bridge_no,bridge_yes,tunnel_building_passage,tunnel_no,tunnel_yes
xn771x,0,0,0,0,0,0,331,70,0,16,0,0,0,97,462,52,512,2,0,514,0
xn771y,0,0,0,0,8,3,306,0,0,0,0,0,0,142,386,73,453,6,0,457,2
xn771z,0,0,0,0,7,10,338,52,0,22,0,0,0,73,386,116,502,0,0,502,0
xn7720,0,0,0,0,0,0,100,16,0,40,0,0,0,114,250,20,256,14,0,270,0
xn7722,0,0,0,0,0,0,50,16,0,48,0,0,0,120,230,4,220,14,0,234,0
xn7725,0,0,0,0,10,0,160,24,0,10,0,0,0,256,446,14,456,4,0,460,0
xn7727,0,0,0,0,0,0,122,0,0,18,0,0,0,285,410,15,425,0,0,425,0
xn7729,0,0,0,0,29,0,132,20,0,8,0,0,0,152,334,7,333,8,0,341,0
xn772d,0,0,0,0,38,0,170,18,0,0,0,0,0,130,350,6,356,0,0,356,0
xn772f,0,0,0,0,2,0,134,0,0,78,0,0,0,145,342,17,355,4,0,359,0
xn772k,0,0,0,0,43,0,92,13,0,54,0,0,0,112,238,76,312,2,0,314,0
xn772m,0,0,0,0,5,0,153,0,0,44,0,0,0,56,234,24,249,9,0,258,0
xn772s,0,0,0,0,60,0,166,1,0,20,0,0,0,166,386,27,413,0,0,413,0
xn772t,0,0,0,9,43,0,123,0,0,20,0,0,0,122,280,37,310,7,0,317,0
xn772u,0,0,0,2,78,1,255,0,0,46,0,0,0,169,508,43,551,0,0,551,0
xn7730,0,0,0,0,16,26,178,52,0,2,0,0,0,82,264,92,356,0,0,356,0
xn7733,0,0,0,0,0,0,206,22,0,6,0,0,0,169,328,75,403,0,0,403,0
xn7734,0,0,0,0,0,17,234,16,0,54,0,0,0,204,478,47,513,12,0,525,0
xn7735,0,0,0,0,37,0,201,12,6,58,0,0,0,131,370,75,438,7,0,445,0
xn7739,0,0,0,0,15,0,291,56,0,42,0,0,0,83,436,51,487,0,0,487,0
xn773c,0,0,0,0,20,0,279,53,0,109,0,0,0,47,458,50,508,0,2,506,0
xn773e,0,0,0,0,0,0,225,0,0,34,0,0,0,185,426,18,438,6,0,444,0
xn773f,0,0,0,0,0,0,254,16,0,68,0,0,0,155,466,27,493,0,0,493,0
xn773j,0,0,0,0,0,0,108,22,0,34,0,0,0,203,344,23,367,0,0,367,0
xn773m,0,0,0,0,0,0,114,7,0,59,0,0,0,114,274,20,294,0,0,294,0
xn773r,0,0,0,0,0,0,44,0,0,42,0,0,0,68,152,2,154,0,0,154,0
xn773v,0,0,0,0,27,10,184,33,13,28,1,0,0,126,334,88,422,0,0,422,0
xn773x,0,0,0,0,0,0,172,5,0,70,0,21,0,139,342,65,407,0,0,407,0
xn7740,0,0,0,0,30,0,167,4,0,40,0,0,0,51,280,12,280,12,0,292,0
xn7741,0,0,0,0,0,0,322,24,0,60,0,0,0,45,406,45,444,7,0,451,0
xn7742,0,0,0,0,24,0,51,0,0,12,0,0,0,69,134,22,156,0,0,156,0
xn7743,0,0,0,0,0,0,293,0,0,74,0,0,0,104,424,47,452,19,0,471,0
xn7744,0,0,0,0,17,0,79,10,0,6,0,0,0,18,88,42,130,0,0,130,0
xn7745,0,0,0,0,0,0,174,58,0,4,0,0,0,86,282,40,322,0,0,322,0
xn7746,0,0,0,0,16,0,74,0,0,26,0,0,0,31,120,27,147,0,0,147,0
xn7747,0,0,0,0,0,0,180,22,0,26,0,0,0,35,222,41,263,0,0,263,0
xn7748,0,0,0,0,15,0,78,31,0,6,0,2,2,14,118,30,148,0,0,148,0
xn7749,0,0,0,0,10,0,85,44,0,12,0,0,0,52,162,41,191,12,0,202,1
xn774b,0,0,0,1,0,0,85,44,1,22,0,18,0,58,186,43,228,1,0,229,0
xn774c,0,4,0,0,25,4,28,96,9,2,0,0,0,40,80,128,208,0,0,208,0
xn774d,0,0,0,0,43,8,98,9,0,16,0,0,0,44,140,78,211,7,0,218,0
xn774e,0,0,0,0,10,0,158,30,0,20,0,0,0,39,222,35,252,5,0,257,0
xn774f,0,0,0,0,22,6,124,0,0,30,0,0,0,73,178,77,255,0,0,253,2
xn774g,0,0,0,0,0,0,73,36,0,46,0,0,0,16,140,31,171,0,0,170,1
xn774h,0,0,0,0,32,0,52,6,0,18,0,0,0,35,126,17,143,0,0,143,0
xn774j,0,0,0,0,0,0,199,30,0,32,0,0,0,155,282,134,415,1,0,416,0
xn774k,0,0,0,0,28,0,109,0,0,22,0,0,0,11,148,22,170,0,0,170,0
xn774m,0,0,0,0,0,0,287,0,0,98,0,0,0,92,420,57,473,4,0,477,0
xn774n,0,0,0,0,0,0,218,2,0,44,0,0,0,129,302,91,374,19,0,393,0
xn774p,0,0,0,0,0,0,247,40,0,88,0,0,0,83,444,14,454,4,0,458,0
xn774q,0,0,0,0,0,0,271,30,0,74,0,0,0,64,396,43,434,5,0,439,0
xn774r,0,0,0,0,0,0,200,44,0,86,0,0,0,42,340,32,360,12,0,372,0
xn774s,0,0,0,0,24,0,162,0,0,56,0,0,0,42,206,78,280,4,0,284,0
xn774t,0,0,0,0,15,0,140,0,0,20,0,0,0,142,252,65,305,12,0,317,0
xn774u,0,0,0,0,18,0,319,0,0,101,0,0,0,41,442,37,477,2,0,479,0
xn774v,0,0,0,0,16,0,113,0,0,20,0,0,0,89,170,68,219,19,0,238,0
xn774w,0,0,0,0,16,14,298,0,0,12,0,0,0,82,370,52,422,0,0,422,0
xn774x,0,0,0,0,41,1,233,16,0,10,0,0,0,71,290,82,372,0,0,372,0
xn774y,0,0,0,0,25,3,140,0,0,20,0,0,0,43,160,71,231,0,0,231,0
xn774z,0,0,0,1,35,0,284,0,0,0,0,0,0,102,382,40,419,3,0,421,1
xn7750,0,0,0,0,18,0,59,0,0,33,0,0,0,42,118,34,152,0,0,152,0
xn7751,0,0,0,0,66,14,75,0,0,57,0,8,0,124,154,190,344,0,0,344,0
xn7752,0,0,0,0,11,2,79,13,1,23,0,22,1,28,102,78,180,0,0,180,0
xn7753,0,0,0,0,65,2,161,9,0,46,0,0,0,41,240,84,322,2,0,324,0
xn7754,0,0,0,0,32,1,114,0,0,28,0,0,0,62,148,89,235,2,0,237,0
xn7755,0,0,0,0,9,0,120,31,0,12,0,0,0,59,194,37,231,0,0,231,0
xn7756,0,0,0,0,18,0,93,26,0,14,0,0,0,17,136,32,168,0,0,168,0
xn7757,0,0,0,0,0,0,59,12,0,48,0,0,0,11,126,4,130,0,0,130,0
xn7758,0,0,0,0,0,0,38,18,4,14,1,22,0,55,78,74,149,3,0,152,0
xn7759,0,0,0,0,16,4,37,5,0,23,0,0,0,6,60,31,91,0,0,91,0
xn775b,0,0,0,0,0,0,25,4,0,66,0,20,1,36,82,70,152,0,0,152,0
xn775c,0,0,0,0,21,0,49,11,1,78,0,0,0,20,106,74,178,2,0,180,0
xn775d,0,0,0,0,16,0,67,28,0,38,0,0,0,52,180,21,201,0,0,201,0
xn775e,0,0,0,0,45,0,168,0,0,20,0,0,0,51,224,60,284,0,0,284,0
xn775f,0,0,0,0,0,0,73,6,0,20,2,0,0,45,128,18,144,2,0,146,0
xn775g,0,0,0,0,74,4,70,20,0,34,2,0,0,74,186,92,269,9,0,278,0
xn775h,0,0,0,0,30,1,75,0,0,6,2,0,0,6,96,24,120,0,0,120,0
xn775j,0,0,0,0,69,0,158,0,0,25,0,0,0,24,176,100,261,15,2,274,0
xn775k,0,0,0,0,37,0,125,0,0,95,0,0,0,30,234,53,287,0,0,287,0
xn775m,0,0,0,0,33,0,107,0,0,16,0,0,0,86,206,36,232,10,0,242,0
xn775n,0,0,0,0,19,0,88,0,0,12,0,0,0,34,136,17,151,2,0,153,0
xn775p,0,0,0,0,21,0,211,0,0,10,1,0,0,40,238,45,283,0,0,281,2
xn775q,0,4,0,0,29,5,178,18,0,12,0,0,0,70,296,20,312,4,0,316,0
xn775r,0,0,1,1,0,0,195,30,1,8,0,0,0,72,202,106,306,2,0,308,0
xn775s,0,0,0,1,53,0,334,0,0,66,0,0,0,95,422,127,545,4,0,549,0
xn775t,0,0,0,0,32,0,129,9,0,17,0,0,0,38,204,21,225,0,0,225,0
xn775u,0,0,0,0,17,0,46,2,0,54,1,0,0,72,138,54,180,12,0,192,0
xn775v,0,0,0,0,0,0,97,0,0,44,0,11,0,43,168,27,191,4,0,189,6
xn775w,0,0,0,8,0,0,72,46,1,30,0,6,0,13,140,36,172,4,0,176,0
xn775x,0,0,0,0,0,0,145,6,0,54,0,13,1,35,224,30,254,0,0,254,0
xn775y,0,0,0,0,0,0,171,34,0,66,2,7,0,23,264,39,301,2,0,303,0
xn7762,0,0,0,0,27,0,297,36,0,68,0,0,0,28,376,80,454,2,0,456,0
xn7763,0,0,0,0,0,0,341,32,0,56,0,0,0,73,458,44,502,0,0,502,0
xn7764,0,0,0,0,4,0,355,0,0,48,0,0,0,136,510,33,543,0,0,543,0
xn7766,0,0,0,0,9,0,271,0,0,38,0,0,0,113,382,49,431,0,0,431,0
xn7768,0,0,0,0,2,0,305,0,0,0,0,0,0,142,374,75,449,0,0,449,0
xn7769,0,0,0,0,0,0,335,46,0,0,0,0,0,70,380,71,451,0,0,451,0
xn776c,0,0,0,0,16,0,201,34,0,14,0,0,0,102,270,97,367,0,0,367,0
xn776g,0,0,0,0,0,0,52,21,0,48,0,20,0,167,278,30,308,0,0,308,0
xn776n,0,0,0,0,9,20,125,0,0,50,0,19,2,140,296,69,363,2,0,365,0
xn776p,0,0,0,0,0,7,137,0,0,94,0,0,0,248,460,26,484,2,0,486,0
xn776q,0,0,0,0,0,0,202,0,0,100,0,19,0,261,526,56,582,0,0,582,0
xn776r,0,0,0,0,3,5,167,0,0,40,0,0,0,221,418,18,433,3,0,436,0
xn776t,0,0,0,0,4,7,277,12,0,70,0,22,0,134,474,52,526,0,0,526,0
xn776u,0,0,0,0,0,0,70,0,0,83,0,10,0,123,256,30,286,0,0,286,0
xn776v,0,0,0,0,14,0,63,0,0,24,0,0,0,345,428,18,434,12,0,446,0
xn776z,0,0,0,0,0,0,83,2,0,26,0,9,0,212,288,44,332,0,0,332,0
xn7770,0,0,0,0,14,1,48,12,0,113,0,0,0,245,324,109,433,0,0,433,0
xn7771,0,0,0,0,8,1,120,0,0,102,0,0,0,388,568,51,619,0,0,619,0
xn7772,0,0,1,7,5,0,55,11,4,107,0,16,5,160,246,125,365,6,0,371,0
xn7773,0,0,0,0,27,2,152,7,6,10,0,7,14,87,230,82,303,9,0,312,0
xn7774,0,0,3,2,8,0,64,0,0,36,0,25,22,348,442,66,503,5,0,506,2
xn7775,0,0,0,0,8,0,46,0,0,64,0,2,0,249,344,25,367,2,0,369,0
xn7776,0,0,0,0,6,0,93,2,0,58,0,0,0,156,300,15,315,0,0,315,0
xn7777,0,0,2,2,0,0,103,0,0,134,0,22,1,218,424,58,476,6,0,482,0
xn7778,0,0,0,0,0,0,200,26,0,131,2,11,0,105,334,141,473,2,0,473,2
xn7779,0,0,0,0,0,0,154,22,0,20,0,4,0,106,256,50,306,0,0,306,0
xn777b,0,0,0,0,0,0,186,9,1,48,0,23,1,114,270,112,380,2,0,382,0
xn777c,0,0,0,0,0,0,50,0,0,6,0,16,0,100,98,74,171,1,0,172,0
xn777d,0,0,0,0,12,2,87,0,0,48,0,16,2,63,182,48,230,0,0,230,0
xn777e,0,0,0,0,0,0,85,0,0,62,0,34,0,180,282,79,361,0,0,361,0
xn777f,0,0,0,0,0,0,134,0,0,54,0,0,0,75,204,59,263,0,0,263,0
xn777h,0,0,2,0,12,0,117,18,0,37,0,22,11,102,234,87,318,3,0,321,0
xn777j,0,0,0,0,0,0,62,0,0,4,0,13,0,217,274,22,279,17,0,296,0
xn777k,0,0,0,0,0,0,174,0,0,63,0,1,0,94,308,24,329,3,0,332,0
xn777m,0,0,0,0,0,0,10,12,0,22,0,0,0,21,54,11,65,0,0,65,0
xn777n,0,0,0,2,15,20,103,7,0,30,0,18,2,168,244,121,361,4,0,365,0
xn777p,0,0,0,0,0,0,78,4,0,43,0,10,0,95,156,74,230,0,0,230,0
xn777q,0,0,0,0,10,2,96,32,0,39,0,0,0,76,208,47,255,0,0,255,0
xn777s,0,0,0,0,0,0,105,16,0,74,2,0,0,98,258,37,287,8,0,295,0
xn777t,0,0,0,0,0,0,74,28,0,18,0,0,0,53,144,29,173,0,0,171,2
xn777u,0,0,0,0,12,0,22,6,0,38,0,22,1,67,110,58,168,0,0,167,1
xn777v,0,0,0,3,29,26,125,7,0,66,0,13,0,121,218,172,389,1,0,390,0
xn777w,0,0,0,0,0,0,93,24,0,50,0,0,0,73,172,68,238,2,0,240,0
xn777x,0,0,0,0,13,10,197,0,0,40,0,9,0,15,134,150,284,0,0,281,3
xn777y,0,0,0,0,0,0,92,0,0,68,0,9,0,47,160,56,216,0,0,216,0
xn7782,0,0,0,0,0,0,38,8,0,20,0,0,0,53,82,37,119,0,0,119,0
xn7785,0,0,0,0,28,0,216,0,0,6,0,6,2,218,470,6,474,2,0,476,0
xn7788,0,0,0,0,0,0,123,24,0,33,0,0,0,23,188,15,203,0,0,203,0
xn778c,0,0,0,2,0,0,1,0,0,10,0,0,0,4,14,3,17,0,0,15,2
xn778f,0,0,0,0,10,3,60,18,0,68,0,11,0,35,162,43,205,0,0,205,0
xn778g,0,0,0,0,0,0,109,42,0,26,0,0,0,205,370,12,378,4,0,376,6
xn778j,0,0,0,0,10,0,152,20,0,42,0,0,0,50,274,0,272,2,0,274,0
xn778n,0,0,0,0,12,0,172,0,0,38,0,0,0,109,330,1,317,14,0,331,0
xn778p,0,0,0,0,12,0,216,0,0,40,0,0,0,228,482,14,486,10,0,496,0
xn778r,0,0,0,0,0,0,38,0,0,137,0,0,0,217,366,26,388,4,0,390,2
xn778s,0,0,0,0,38,0,66,14,0,94,0,0,0,289,488,13,499,2,0,499,2
xn7791,0,0,0,0,5,14,69,17,0,46,0,19,1,39,164,46,202,8,0,210,0
xn7792,0,0,0,0,0,0,150,2,0,68,0,14,0,191,354,71,425,0,0,425,0
xn7793,0,0,0,0,0,0,159,0,0,72,0,11,0,158,348,52,398,2,0,400,0
xn7796,0,0,0,0,1,0,124,0,0,42,0,0,0,216,380,3,370,13,0,383,0
xn7797,0,0,0,0,12,0,171,0,0,34,0,0,0,153,356,14,368,2,0,370,0
xn7798,0,0,0,0,0,0,208,12,0,42,0,7,0,366,598,37,633,2,0,635,0
xn7799,0,0,0,0,0,0,171,20,0,104,0,0,0,213,480,28,508,0,0,508,0
xn779d,0,0,0,0,0,0,177,1,0,64,0,2,0,245,448,41,489,0,0,486,3
xn779e,0,0,0,0,15,2,179,4,8,88,0,3,0,116,346,69,413,2,0,415,0
xn779f,0,0,0,2,0,0,133,17,0,84,0,0,0,1,214,23,235,2,0,237,0
xn779j,0,0,0,4,0,0,66,0,0,58,1,11,2,126,240,28,265,3,0,266,2
xn779s,0,0,0,0,12,0,54,0,0,12,0,3,0,42,112,11,119,4,0,119,4
xn77b0,0,0,0,0,22,0,82,0,0,42,0,0,0,191,330,7,333,4,0,337,0
xn77b1,0,0,0,0,18,0,43,8,0,46,0,0,0,85,172,28,198,2,0,198,2
xn77b2,0,0,0,0,0,0,34,6,0,110,0,0,0,292,430,12,440,2,0,438,4
xn77b4,0,0,0,0,14,0,126,30,0,42,0,0,0,274,482,4,486,0,0,486,0
xn77b5,0,0,0,0,8,0,126,20,0,18,0,0,0,288,456,4,458,2,0,460,0
xn77bf,0,0,0,0,14,0,24,0,0,6,0,0,0,70,114,0,114,0,0,114,0
xn77bg,0,0,0,0,2,0,30,0,0,4,0,0,0,0,36,0,36,0,0,36,0
xn77by,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,14,0,0,14,0
xn77c3,0,0,0,0,0,0,4,0,0,10,0,0,0,32,46,0,42,4,0,46,0
xn77c5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,12,0,0,12,0
xn77c9,0,0,0,22,0,0,46,2,0,72,0,17,13,186,292,66,336,22,0,358,0
xn77cf,0,0,0,2,26,0,0,0,0,40,0,12,0,58,104,34,134,4,0,138,0
xn77ck,0,0,0,0,0,0,8,0,0,30,0,2,0,96,132,4,136,0,0,136,0
xn77cm,0,0,0,0,36,0,14,0,0,10,0,5,5,182,240,12,252,0,0,252,0
xn77ct,0,0,0,0,0,0,14,10,0,50,0,0,0,255,322,7,329,0,0,329,0
xn77cv,0,0,0,0,0,0,26,24,0,39,0,26,0,189,284,20,304,0,0,304,0
xn77cw,0,0,0,0,20,0,20,0,0,62,0,0,0,315,406,11,411,6,0,417,0
xn77cx,0,0,0,0,26,0,14,0,0,50,0,2,0,138,228,2,222,8,0,230,0
xn77cz,0,0,0,0,13,0,47,14,0,83,0,28,0,108,262,31,293,0,0,293,0
xn77d2,0,0,0,0,5,23,26,4,0,65,0,0,0,196,278,41,315,4,0,317,2
xn77d4,0,0,0,0,0,0,87,8,0,82,2,0,0,0,94,85,179,0,0,179,0
xn77d5,0,0,0,0,0,0,186,8,0,106,0,0,0,2,238,64,300,2,0,302,0
xn77d6,0,0,0,0,0,0,128,32,0,76,0,0,0,24,168,92,260,0,0,260,0
xn77d7,0,0,0,0,0,0,86,10,0,78,0,0,0,26,196,4,194,6,0,200,0
xn77d8,0,0,0,0,0,0,54,0,0,92,0,0,0,216,322,40,362,0,0,362,0
xn77d9,0,0,0,0,28,0,94,0,0,62,0,6,0,15,156,49,205,0,0,205,0
xn77db,0,0,0,0,0,0,75,28,0,77,0,12,0,71,222,41,263,0,0,263,0
xn77dc,0,0,0,0,15,0,77,0,0,58,0,4,1,112,242,25,267,0,0,267,0
xn77dg,0,0,0,0,0,0,72,30,0,16,0,0,0,111,180,49,229,0,0,229,0
xn77dq,0,0,0,0,14,0,12,8,0,42,0,0,0,95,122,49,159,12,0,171,0
xn77ds,0,0,0,0,0,0,44,16,0,22,0,4,5,92,172,11,181,2,0,183,0
xn77dt,0,0,0,0,0,0,4,0,0,38,0,2,0,96,130,10,132,8,0,140,0
xn77dy,0,0,0,0,28,0,98,0,0,66,0,0,0,92,264,20,282,2,0,284,0
xn77e0,0,0,0,0,0,0,23,34,0,36,0,0,0,126,176,43,219,0,0,219,0
xn77e2,0,0,0,0,0,0,131,30,0,46,0,0,0,66,218,55,273,0,0,273,0
xn77e3,0,0,0,0,0,0,212,27,0,59,0,0,0,26,232,92,324,0,0,322,2
xn77e4,0,0,0,0,17,0,16,10,0,32,0,0,0,138,172,41,211,2,0,213,0
xn77e6,0,0,0,0,13,2,71,8,0,24,0,25,2,55,134,66,200,0,0,200,0
xn77e7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,0
xn77e8,0,0,0,0,0,0,82,0,0,78,0,7,0,101,194,74,268,0,0,268,0
xn77e9,0,0,0,0,0,0,182,0,0,17,0,24,0,96,180,139,319,0,0,319,0
xn77eb,0,0,0,0,8,6,28,0,0,40,0,0,0,82,130,34,164,0,0,164,0
xn77ec,0,0,0,0,0,0,43,0,0,12,0,0,0,20,62,13,75,0,0,75,0
xn77ed,0,0,0,0,0,0,22,0,0,14,0,5,0,67,88,20,106,2,0,108,0
xn77em,0,0,0,0,14,0,34,10,0,130,0,0,0,97,244,41,285,0,0,283,2
xn77ep,0,0,0,0,12,0,113,22,0,178,0,0,0,161,432,54,484,2,0,484,2
xn77eq,0,0,0,0,16,0,58,22,0,106,0,0,0,154,334,22,356,0,0,356,0
xn77er,0,0,0,0,6,0,31,24,0,182,0,0,0,83,320,6,326,0,0,326,0
xn77es,0,0,0,0,14,0,24,0,0,72,1,12,0,120,202,41,240,3,0,242,1
xn77et,0,0,0,0,0,0,40,0,0,96,0,9,0,85,198,32,224,6,0,230,0
xn77ex,0,0,0,0,0,0,70,0,0,156,0,1,0,128,350,5,353,2,0,355,0
xn77f2,0,0,0,0,0,0,4,24,0,58,0,0,0,165,250,1,251,0,0,251,0
xn77f3,0,0,0,0,0,0,83,26,0,102,0,12,0,276,482,17,499,0,0,499,0
xn77f4,0,0,0,0,36,0,113,0,0,72,0,0,0,297,512,6,518,0,0,518,0
xn77f6,0,0,0,0,20,0,128,0,0,52,0,22,0,256,426,52,478,0,0,478,0
xn77f7,0,0,0,0,0,0,182,0,0,123,0,17,0,255,486,91,549,28,0,577,0
xn77f8,0,0,0,0,0,0,36,0,0,158,1,24,0,462,666,15,681,0,0,681,0
xn77fb,0,0,0,0,0,0,115,36,0,112,0,0,0,730,964,29,981,12,0,993,0
xn77fc,0,0,0,0,0,0,120,16,0,96,0,0,0,320,444,108,552,0,0,552,0
xn77fd,0,0,0,0,0,0,176,52,0,70,0,0,0,339,496,141,635,2,0,637,0
xn77fj,0,0,0,0,0,0,40,0,0,132,0,0,0,343,498,17,515,0,0,513,2
xn77fm,0,0,0,0,0,0,48,0,0,104,0,0,0,278,414,16,428,2,0,428,2
xn77fn,0,0,0,0,0,0,22,0,0,124,0,0,0,317,456,7,463,0,0,461,2
xn77fp,0,0,0,0,23,0,64,0,0,81,0,0,0,140,292,16,308,0,0,308,0
xn77g0,0,0,0,0,16,0,77,2,0,135,2,0,0,176,340,68,408,0,0,408,0
xn77g4,0,0,0,0,22,0,35,20,0,110,0,0,0,382,516,53,551,18,0,569,0
xn77g5,0,0,0,0,0,0,28,10,0,138,0,0,0,325,486,15,497,4,0,501,0
xn77g7,0,0,0,0,0,0,47,66,0,116,0,0,0,300,514,15,529,0,0,529,0
xn77g8,0,0,0,0,0,0,194,0,0,128,0,0,0,84,382,24,400,6,0,406,0
xn77gb,0,0,0,0,0,0,56,8,0,96,0,8,0,210,338,40,374,4,0,375,3
xn77gc,0,0,0,0,2,0,49,24,0,94,0,7,1,245,400,22,422,0,0,422,0
xn77gd,0,0,0,0,11,0,76,0,0,84,0,0,0,212,366,17,381,2,0,383,0
xn77ge,0,0,0,0,9,0,204,22,0,70,0,3,0,213,506,15,519,2,0,521,0
xn77gf,0,0,0,0,20,2,43,22,0,71,0,12,2,182,310,44,352,2,0,354,0
xn77gg,0,0,0,0,0,0,34,46,0,36,0,1,0,225,324,18,340,2,0,342,0
xn77gp,0,0,0,0,0,0,43,26,0,130,0,0,0,265,398,66,447,17,0,464,0
xn77gs,0,0,0,0,7,0,62,0,0,62,1,8,0,292,416,16,426,6,0,432,0
xn77gv,0,0,1,4,0,0,52,56,0,6,0,0,0,148,252,15,262,5,0,267,0
xn77gw,0,0,2,5,0,0,41,4,0,24,0,15,19,65,112,63,166,9,0,169,6
xn77h1,0,0,5,5,3,0,4,15,1,32,1,0,0,2,32,36,54,14,0,65,3
xn77h2,0,0,0,1,9,0,0,29,0,25,0,9,0,3,22,54,75,1,0,76,0
xn77h3,0,0,2,2,27,1,82,49,0,42,0,0,0,51,78,178,247,9,0,256,0
xn77h4,0,0,1,2,35,0,98,0,0,90,2,0,0,83,174,137,296,15,0,309,2
xn77h5,0,0,0,0,22,2,79,14,2,61,0,0,0,66,126,120,235,11,0,245,1
xn77h6,0,0,0,0,37,0,114,31,0,40,1,0,0,109,148,184,332,0,0,332,0
xn77h7,0,0,0,0,0,0,83,14,0,104,0,21,2,120,238,106,344,0,0,344,0
xn77h8,0,0,0,2,19,0,70,36,0,32,0,22,1,54,72,164,225,11,0,236,0
xn77h9,0,0,0,1,1,0,115,0,0,45,0,48,6,86,32,270,301,1,0,302,0
xn77hb,0,0,0,0,19,0,204,12,0,113,12,0,0,58,74,344,418,0,0,418,0
xn77hc,0,0,0,0,0,0,107,0,0,75,1,12,0,100,38,257,295,0,0,295,0
xn77hd,0,0,0,0,41,0,106,23,0,82,2,50,0,113,120,297,411,6,0,417,0
xn77he,0,0,0,0,12,0,94,41,0,70,0,18,0,268,192,311,503,0,0,503,0
xn77hf,0,0,0,0,16,1,214,0,0,126,0,36,1,93,162,325,479,8,0,487,0
xn77hg,0,0,0,0,37,0,206,1,2,114,0,10,0,162,142,390,532,0,0,532,0
xn77hh,0,0,0,0,10,0,24,15,0,16,0,17,0,27,70,39,109,0,0,109,0
xn77hj,0,0,0,0,13,2,117,30,0,10,0,0,0,80,196,56,252,0,0,252,0
xn77hk,0,0,0,0,0,0,80,33,2,32,0,19,0,89,184,71,255,0,0,255,0
xn77hm,0,0,0,0,8,0,54,4,0,24,0,16,0,26,120,12,132,0,0,132,0
xn77hn,0,0,0,0,15,1,127,2,0,12,0,12,0,55,184,40,224,0,0,224,0
xn77hp,0,0,0,0,10,2,114,30,0,0,0,36,0,25,176,41,217,0,0,217,0
xn77hq,0,0,0,0,18,0,112,18,0,20,0,0,0,14,162,20,182,0,0,182,0
xn77hr,0,0,0,0,0,0,106,34,0,10,0,0,0,34,174,10,184,0,0,184,0
xn77hs,0,0,0,1,0,0,39,93,0,23,0,14,0,264,208,226,433,1,1,433,0
xn77ht,0,0,0,1,0,0,4,20,0,6,0,12,2,24,18,51,67,2,0,66,3
xn77hu,0,0,0,0,0,0,148,61,0,81,0,0,0,86,126,250,376,0,0,376,0
xn77hv,0,0,0,0,0,0,199,12,0,112,0,6,0,71,154,246,400,0,0,400,0
xn77hw,0,0,0,0,12,0,73,15,0,50,0,0,0,10,144,16,160,0,0,160,0
xn77hx,0,0,0,0,37,4,81,6,0,2,0,0,0,84,166,48,208,6,0,214,0
xn77hy,0,0,0,2,29,0,254,10,0,164,0,24,1,12,280,216,496,0,0,496,0
xn77hz,0,0,0,0,0,0,79,0,0,163,0,17,0,112,236,135,371,0,0,371,0
xn77j0,0,0,0,0,24,0,156,17,0,80,0,0,0,41,148,170,316,2,0,318,0
xn77j1,0,0,0,0,0,0,191,21,0,146,0,22,0,51,326,105,422,9,0,431,0
xn77j2,0,0,0,0,36,0,88,0,0,47,0,0,0,15,84,102,181,5,0,186,0
xn77j4,0,0,0,0,0,0,136,16,0,78,0,6,0,45,156,125,281,0,0,281,0
xn77j5,0,0,0,0,15,0,157,49,1,72,0,11,0,70,212,163,373,2,0,375,0
xn77j6,0,0,0,0,26,0,274,0,0,108,0,26,0,65,368,131,493,6,0,496,3
xn77j7,0,0,0,0,55,0,237,0,0,96,0,0,0,64,330,122,446,6,0,452,0
xn77j8,0,0,0,0,12,0,100,13,0,40,0,0,0,0,104,61,159,6,0,165,0
xn77j9,0,0,0,12,0,0,51,24,0,112,2,0,0,37,176,62,230,8,0,238,0
xn77jb,0,0,0,0,12,0,52,0,0,20,0,0,0,61,124,21,143,2,0,145,0
xn77jc,0,0,0,0,31,0,88,0,0,16,0,0,0,28,96,67,159,4,0,163,0
xn77jd,5,0,0,0,0,0,104,18,0,74,0,26,4,51,170,112,278,4,1,281,0
xn77je,0,0,0,0,22,0,211,18,0,99,0,0,0,30,286,94,376,4,0,380,0
xn77jf,0,0,0,0,22,0,163,3,0,74,0,23,0,47,156,176,332,0,0,332,0
xn77jh,0,0,0,0,0,0,234,97,0,71,7,22,1,23,172,283,451,4,0,455,0
xn77jj,0,0,0,0,29,0,422,20,0,55,0,8,0,16,346,204,550,0,2,548,0
xn77jk,0,0,0,0,26,0,152,38,0,70,0,0,0,50,184,152,326,10,0,336,0
xn77jm,0,0,0,0,16,0,200,3,0,66,0,31,0,19,268,67,333,2,0,335,0
xn77jn,0,0,0,0,13,0,290,19,0,254,0,0,0,16,278,314,592,0,0,592,0
xn77jp,0,0,0,0,0,0,297,22,0,222,0,0,0,12,366,187,553,0,0,553,0
xn77js,0,0,0,0,0,0,263,48,0,99,0,0,0,39,384,65,439,10,0,449,0
xn77jt,0,0,0,0,0,0,156,28,0,72,0,0,0,16,242,30,272,0,0,272,0
