geohash,highway_busway,highway_living_street,highway_motorway,highway_motorway_link,highway_primary,highway_primary_link,highway_residential,highway_secondary,highway_secondary_link,highway_tertiary,highway_tertiary_link,highway_trunk,highway_trunk_link,highway_unclassified,oneway_False,oneway_True,bridge_no,bridge_yes,tunnel_building_passage,tunnel_no,tunnel_yes
dr5rhq,0,0,0,0,0,0,56,19,0,8,0,0,0,0,44,39,83,0,0,83,0
dr5rhs,0,0,0,0,10,0,77,8,0,20,0,0,0,0,74,41,115,0,0,115,0
dr5rht,0,0,0,0,2,0,87,7,0,4,0,0,0,0,84,16,100,0,0,100,0
dr5rhu,0,0,0,0,0,0,124,6,0,0,0,0,0,0,90,40,128,2,0,130,0
dr5rhv,0,0,0,0,0,0,77,10,0,6,0,0,0,0,60,33,91,2,0,93,0
dr5rhw,0,0,0,0,8,0,62,9,0,15,0,0,0,0,72,22,94,0,0,94,0
dr5rhx,0,0,3,1,50,0,52,8,0,0,0,0,0,0,64,50,112,2,0,114,0
dr5rhy,0,0,0,0,0,0,49,12,0,4,0,0,0,0,40,25,62,3,0,65,0
dr5rj0,0,0,0,0,10,0,56,4,0,13,0,0,0,0,62,21,83,0,0,83,0
dr5rj4,0,0,0,0,0,0,66,8,0,0,0,0,0,0,50,24,74,0,0,74,0
dr5rj5,0,0,0,0,0,0,49,4,0,0,0,0,0,0,44,9,53,0,0,53,0
dr5rj7,0,0,0,0,14,0,76,4,0,6,0,0,0,0,80,20,100,0,0,100,0
dr5rj9,0,0,0,0,10,0,74,0,0,0,0,0,0,0,68,16,84,0,0,84,0
dr5rjb,0,0,0,0,11,4,26,16,0,0,0,0,0,0,22,35,57,0,0,57,0
dr5rjh,0,0,0,0,0,0,66,6,0,0,0,0,0,0,58,14,68,4,0,72,0
dr5rjj,0,0,0,0,10,0,77,9,0,0,0,0,0,0,66,30,96,0,0,96,0
dr5rjk,0,0,0,0,18,0,79,4,0,0,0,0,0,0,90,11,97,4,0,101,0
dr5rjm,0,0,0,0,0,0,56,2,0,0,0,0,0,0,48,10,58,0,0,58,0
dr5rjp,0,0,0,0,14,0,81,6,0,10,0,0,0,0,52,59,111,0,0,111,0
dr5rju,0,0,0,0,0,0,48,24,0,0,0,0,0,0,62,10,72,0,0,72,0
dr5rjv,0,0,0,0,4,0,87,18,1,4,0,0,0,0,82,32,114,0,0,114,0
dr5rjw,0,0,0,0,0,0,53,2,0,0,0,0,0,0,46,9,55,0,0,55,0
dr5rk0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,8,1,9,0,0,9,0
dr5rk1,0,0,0,0,16,0,24,6,0,18,0,0,0,3,20,47,67,0,0,67,0
dr5rk6,0,0,0,2,0,0,16,3,0,60,0,0,0,0,54,27,77,4,0,81,0
dr5rk7,0,0,0,0,16,0,25,6,0,32,0,0,0,0,40,39,79,0,0,79,0
dr5rk8,0,0,0,2,6,0,51,20,4,17,4,0,0,0,48,56,102,2,0,104,0
dr5rkb,0,0,0,0,24,0,17,14,0,0,0,0,0,0,38,17,54,1,0,55,0
dr5rkc,0,0,0,0,16,0,8,0,0,0,0,0,0,0,24,0,24,0,0,24,0
dr5rkd,0,0,0,0,0,0,10,0,0,14,0,0,0,0,2,22,24,0,0,24,0
dr5rke,0,0,0,0,0,0,24,0,0,24,0,0,0,0,16,32,48,0,0,48,0
dr5rkf,0,0,0,0,6,0,4,14,0,0,0,0,0,3,22,5,27,0,0,27,0
dr5rkg,0,0,0,0,0,0,4,10,0,5,0,0,0,0,12,7,19,0,0,19,0
dr5rkh,0,2,1,0,0,0,31,42,4,11,0,0,0,0,26,65,88,3,0,91,0
dr5rkj,0,0,0,5,0,0,51,11,1,22,0,0,0,0,8,82,89,1,0,89,1
dr5rkk,0,2,0,0,16,0,44,10,0,8,0,0,0,0,44,36,80,0,0,80,0
dr5rkm,0,0,0,0,4,0,54,20,0,3,0,0,0,0,40,41,80,1,0,81,0
dr5rkn,0,0,0,0,0,0,52,2,0,28,0,0,0,0,10,72,79,3,0,82,0
dr5rkp,0,0,1,11,14,0,38,20,2,8,0,0,0,4,40,58,97,1,0,98,0
dr5rkq,0,0,0,0,4,0,44,2,0,6,0,0,0,0,6,50,56,0,0,56,0
dr5rkr,0,5,0,0,22,2,47,15,1,28,0,0,0,12,58,74,132,0,6,126,0
dr5rks,0,0,0,0,4,0,34,6,0,36,0,0,0,0,50,30,80,0,0,80,0
dr5rkt,0,0,0,0,22,0,41,0,0,30,0,0,0,0,50,43,93,0,0,93,0
dr5rku,0,0,0,0,23,5,35,26,1,6,1,0,0,0,38,59,97,0,0,97,0
dr5rkv,0,0,0,0,12,0,40,24,1,0,0,0,0,0,44,33,75,2,0,77,0
dr5rkw,0,0,0,0,34,0,49,34,0,0,0,0,0,4,70,51,121,0,0,121,0
dr5rkx,0,2,0,0,10,0,13,20,0,2,0,0,0,0,18,29,47,0,0,47,0
dr5rky,0,0,0,0,0,0,58,25,0,0,0,0,0,0,66,17,83,0,0,83,0
dr5rkz,0,4,0,0,8,0,19,24,0,2,0,0,0,2,32,27,59,0,0,59,0
dr5rm0,0,0,0,0,19,0,25,21,0,10,1,0,0,0,52,24,76,0,0,76,0
dr5rm1,0,0,0,0,0,0,17,12,0,12,0,0,0,0,16,25,41,0,0,41,0
dr5rm2,0,0,0,0,18,0,59,22,0,0,0,0,0,0,80,19,99,0,0,99,0
dr5rm3,0,0,0,0,0,0,49,0,0,0,0,0,0,0,40,9,49,0,0,49,0
dr5rm5,0,0,0,0,6,0,34,14,0,14,0,0,0,0,24,44,68,0,0,68,0
dr5rm6,0,0,0,0,0,0,55,10,0,0,0,0,0,0,32,33,65,0,0,65,0
dr5rm7,0,0,0,0,6,0,55,0,0,0,0,0,0,0,12,49,61,0,0,61,0
dr5rmd,0,0,0,0,0,0,54,53,0,0,0,0,0,0,64,43,107,0,0,107,0
dr5rme,0,0,0,0,6,0,55,14,0,0,0,0,0,0,42,33,75,0,0,75,0
dr5rmf,0,0,0,0,18,1,102,2,0,22,0,0,0,5,110,40,150,0,0,150,0
dr5rmh,0,0,0,0,0,0,30,11,0,11,0,0,0,0,14,38,52,0,0,52,0
dr5rmj,0,0,0,0,8,0,25,30,0,13,0,0,0,0,22,54,76,0,2,74,0
dr5rmm,0,0,0,0,11,2,47,14,0,4,0,0,0,0,22,56,78,0,0,78,0
dr5rmn,0,0,0,0,0,0,35,13,0,13,0,0,0,0,20,41,61,0,0,61,0
dr5rmp,0,0,0,0,0,0,25,22,0,1,1,0,0,0,2,47,49,0,0,49,0
dr5rmq,0,0,0,0,0,0,51,0,0,0,0,0,0,0,10,41,51,0,0,51,0
dr5rms,0,0,0,0,0,0,38,12,0,0,0,0,0,0,22,28,50,0,0,50,0
dr5rmt,0,0,0,0,14,17,69,20,2,0,0,0,0,0,62,60,122,0,0,122,0
dr5rmu,0,0,0,0,5,0,47,0,0,6,0,0,0,0,22,36,58,0,0,58,0
dr5rmv,0,0,0,0,9,5,78,16,0,0,0,0,0,0,52,56,108,0,0,108,0
dr5rmw,0,0,0,0,0,0,43,0,0,0,0,0,0,0,18,25,43,0,0,43,0
dr5rmx,0,0,0,0,10,0,67,0,0,0,0,0,0,0,42,35,77,0,0,77,0
dr5rmz,0,0,0,0,36,2,51,26,0,0,0,0,0,0,76,39,115,0,0,115,0
dr5rn1,0,0,0,0,0,0,63,0,0,0,0,0,0,0,46,17,63,0,0,63,0
dr5rnn,0,0,0,0,0,0,82,20,0,0,0,0,0,0,68,34,102,0,0,102,0
dr5rnp,0,0,0,0,0,0,63,32,1,4,0,0,0,0,80,20,100,0,0,100,0
dr5rnq,0,0,0,0,0,0,59,16,0,0,0,0,0,0,56,19,75,0,0,75,0
dr5rnr,0,0,0,0,0,0,69,14,0,6,0,0,0,0,70,19,89,0,0,89,0
dr5rnt,0,0,0,0,0,0,52,6,0,19,0,0,0,0,48,29,77,0,0,77,0
dr5rnw,0,0,0,0,0,0,72,0,0,10,0,0,0,0,70,12,82,0,0,82,0
dr5rnx,0,0,0,0,0,0,24,4,0,18,0,0,0,0,38,8,46,0,0,46,0
dr5rny,0,0,0,2,1,0,2,0,0,7,0,0,0,0,8,4,11,1,0,12,0
dr5rq0,0,0,0,0,0,0,77,4,1,52,0,14,6,0,104,50,154,0,0,154,0
dr5rq1,0,0,0,0,0,0,93,0,0,9,0,1,1,0,84,20,104,0,0,104,0
dr5rq2,0,0,0,0,0,0,26,2,0,2,0,0,0,0,30,0,30,0,0,30,0
dr5rq4,0,0,0,0,0,0,86,0,0,6,0,0,0,0,78,14,92,0,0,90,2
dr5rq5,0,0,0,0,0,0,47,4,0,46,0,0,0,0,78,19,97,0,0,97,0
dr5rq7,0,0,0,0,6,0,53,0,0,32,0,0,0,0,46,45,85,6,0,91,0
dr5rq8,0,0,0,0,10,0,57,15,0,0,0,0,0,0,50,32,82,0,0,82,0
dr5rqf,0,0,0,0,0,0,40,0,0,25,0,13,8,39,62,63,125,0,0,119,6
dr5rqg,0,0,0,0,0,0,58,0,0,35,0,0,1,0,44,50,94,0,0,94,0
dr5rqk,0,0,0,0,19,0,47,20,0,30,0,0,0,6,44,78,119,3,0,120,2
dr5rqm,0,0,3,7,49,2,37,32,2,8,0,0,0,2,76,66,137,5,0,142,0
dr5rqt,0,0,0,0,12,0,53,20,0,11,0,0,0,0,32,64,96,0,0,96,0
dr5rqu,0,0,0,0,0,0,60,0,0,44,0,0,0,0,44,60,104,0,0,104,0
dr5rqv,0,0,0,0,20,0,58,0,0,26,0,4,0,0,52,56,107,1,0,108,0
dr5rqw,0,0,0,0,0,0,19,14,0,2,1,0,0,0,26,10,36,0,0,36,0
dr5rqy,0,0,0,0,0,0,42,32,0,10,0,0,0,0,42,42,84,0,0,84,0
dr5rr0,0,0,2,4,0,0,0,12,0,0,0,0,0,2,6,14,18,2,0,20,0
dr5rr5,0,0,0,0,0,0,75,4,0,25,1,14,8,0,74,53,127,0,0,127,0
dr5rr6,0,0,0,0,0,0,70,0,0,0,0,0,0,0,64,6,70,0,0,70,0
dr5rrd,0,0,0,4,10,0,85,0,0,0,0,0,0,0,72,27,99,0,0,99,0
dr5rrf,0,0,0,0,0,0,72,0,0,0,0,1,0,0,48,25,73,0,0,73,0
dr5rrh,0,0,0,0,0,0,63,0,0,46,0,14,0,0,74,49,123,0,0,123,0
dr5rrr,0,0,0,0,6,4,75,20,0,0,0,0,0,8,54,59,113,0,0,113,0
dr5rrt,0,0,0,0,43,0,62,0,0,26,1,0,0,6,84,54,138,0,0,138,0
dr5rru,0,0,0,0,0,0,38,0,0,11,3,0,0,12,50,14,64,0,0,64,0
dr5rrw,0,0,0,0,4,2,106,0,0,0,0,0,0,8,54,66,120,0,0,120,0
dr5rs0,0,0,0,0,0,0,44,4,0,0,0,0,0,1,14,35,49,0,0,49,0
dr5rs1,0,0,0,1,0,1,26,9,0,2,0,0,0,0,6,33,39,0,0,38,1
dr5rs2,0,0,1,1,52,3,42,26,0,2,0,2,1,5,30,105,133,2,0,135,0
dr5rs3,0,0,2,6,17,7,63,20,1,18,0,1,5,10,40,110,143,7,0,150,0
dr5rs4,0,0,2,10,28,0,17,11,0,0,0,0,0,0,26,42,57,11,0,68,0
dr5rs5,0,0,0,3,22,0,56,32,0,0,0,1,0,2,58,58,112,4,0,115,1
dr5rs6,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,3,0,0,3,0
dr5rs7,0,0,0,0,22,0,57,46,0,0,0,0,0,0,56,69,125,0,0,125,0
dr5rse,0,0,2,3,11,0,12,0,0,0,0,0,0,0,16,12,28,0,0,28,0
dr5rsf,0,0,0,1,2,0,35,28,0,16,0,0,0,0,36,46,82,0,0,82,0
dr5rsg,0,7,2,3,0,0,57,27,0,0,0,0,0,0,10,86,93,3,0,96,0
dr5rsh,0,0,0,0,22,1,44,41,0,4,0,24,2,0,50,88,138,0,0,138,0
dr5rsj,0,0,0,0,36,0,73,14,0,0,0,0,0,0,12,111,123,0,0,123,0
dr5rsk,0,0,1,1,39,0,92,12,0,0,0,0,0,0,30,115,145,0,0,145,0
dr5rsm,0,0,0,0,55,1,34,16,0,10,0,0,0,0,32,84,116,0,0,116,0
dr5rsn,0,0,0,0,22,1,84,8,0,1,0,0,0,5,12,109,121,0,0,121,0
dr5rsp,0,0,0,0,0,0,59,40,0,0,0,0,0,1,12,88,100,0,0,100,0
dr5rsq,0,0,0,0,41,0,42,4,0,0,0,0,0,0,22,65,87,0,0,87,0
dr5rsr,0,1,0,0,35,0,53,2,0,0,0,0,0,0,36,55,91,0,0,91,0
dr5rss,0,0,1,1,15,0,20,2,0,4,0,0,0,0,12,31,43,0,0,43,0
dr5rst,0,0,0,0,0,0,24,16,0,22,0,0,0,0,48,14,62,0,0,62,0
dr5rsu,0,4,0,0,0,0,41,19,0,0,0,0,0,0,30,34,64,0,0,64,0
dr5rsw,0,0,0,3,1,0,9,24,0,8,0,0,0,8,40,13,53,0,0,53,0
dr5rsx,0,0,0,1,17,0,14,4,0,6,0,0,0,3,20,25,45,0,0,45,0
dr5rsz,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0
dr5rt0,0,0,0,0,18,0,29,5,0,0,0,0,0,0,34,18,52,0,0,52,0
dr5rt3,0,0,0,0,52,0,71,2,0,0,0,0,0,0,70,55,125,0,0,125,0
dr5rt4,0,0,0,0,29,0,49,34,0,22,0,0,0,1,68,67,126,9,0,135,0
dr5rt5,0,0,2,2,21,2,71,74,1,0,0,0,0,0,78,95,169,4,0,173,0
dr5rt6,0,0,0,0,0,0,77,17,0,0,0,0,0,0,42,52,94,0,0,94,0
dr5rt7,0,0,0,0,14,0,67,22,0,0,0,0,0,0,52,51,103,0,0,103,0
dr5rt8,0,0,0,0,52,1,48,30,0,0,0,0,0,0,86,45,131,0,0,131,0
dr5rt9,0,0,0,0,16,0,64,12,0,0,0,0,0,0,42,50,92,0,0,92,0
dr5rtb,0,0,0,0,20,1,73,8,0,0,0,0,0,0,52,50,102,0,0,102,0
dr5rtc,0,0,0,0,2,0,62,0,0,0,0,0,0,0,26,38,64,0,0,64,0
dr5rtd,0,0,0,0,2,0,86,0,0,0,0,0,0,0,46,42,88,0,0,88,0
dr5rtf,0,0,0,0,18,0,100,16,0,0,0,0,0,0,104,30,134,0,0,134,0
dr5rth,0,4,0,0,0,0,73,10,0,19,0,0,0,1,38,69,107,0,0,107,0
dr5rtj,0,1,0,0,0,0,56,15,0,9,0,0,0,1,34,48,82,0,0,82,0
dr5rtk,0,0,1,6,4,0,124,12,1,0,0,0,0,0,64,84,145,3,0,148,0
dr5rtm,0,0,0,0,10,0,100,11,1,0,0,0,0,0,44,78,122,0,0,122,0
dr5rtn,0,0,0,0,13,0,53,18,0,18,0,0,0,0,46,56,102,0,0,102,0
dr5rtp,0,0,0,0,9,0,44,0,0,60,1,0,0,0,62,52,114,0,0,114,0
dr5rtq,0,0,0,0,6,0,38,10,0,0,0,0,0,0,30,24,54,0,0,54,0
dr5rtr,0,0,0,0,6,0,2,2,0,0,0,0,0,13,22,1,21,2,0,23,0
dr5rtw,0,0,0,0,0,0,6,7,0,0,0,0,0,4,16,1,17,0,0,17,0
dr5ru0,0,0,0,0,0,0,24,28,0,0,0,0,0,0,10,42,52,0,0,52,0
dr5ru1,0,0,0,0,0,0,12,26,0,0,0,0,0,0,4,34,38,0,0,37,1
dr5ru2,0,5,0,0,23,0,37,30,0,0,0,0,0,0,18,77,95,0,0,95,0
dr5ru3,0,4,0,0,8,0,22,24,0,10,0,0,0,0,0,68,68,0,0,68,0
dr5ru4,0,0,0,0,11,0,6,21,0,5,0,0,0,4,2,45,47,0,0,46,1
dr5ru5,0,2,11,21,41,0,9,15,0,0,0,1,1,14,20,95,108,7,0,110,5
dr5ru6,0,1,0,0,4,0,13,30,0,0,0,0,0,2,4,46,50,0,0,50,0
dr5ru7,0,0,0,0,9,0,11,24,0,0,0,0,0,2,8,38,46,0,0,46,0
dr5ru8,0,0,3,3,18,0,19,1,0,0,0,0,0,4,12,36,47,1,0,48,0
dr5ru9,0,0,1,15,52,0,21,18,0,2,0,0,0,8,32,85,113,4,0,117,0
dr5rub,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,5,0
dr5ruc,0,0,0,1,6,0,1,0,0,0,0,0,0,1,0,9,9,0,0,9,0
dr5rud,0,1,0,0,37,0,32,21,0,0,0,0,0,2,16,77,91,2,0,93,0
dr5rue,0,0,0,0,16,0,21,44,0,0,0,0,0,4,4,81,85,0,0,85,0
dr5ruf,0,0,0,2,19,0,11,4,0,0,0,0,0,2,8,30,36,2,0,38,0
dr5rug,0,0,0,1,22,0,29,12,0,0,0,0,0,0,22,42,64,0,0,64,0
dr5ruh,0,0,0,0,21,0,4,13,0,0,0,10,0,11,14,45,59,0,0,59,0
dr5ruj,0,0,0,0,0,0,5,9,0,0,0,17,3,3,0,37,37,0,0,37,0
dr5ruk,0,6,0,0,10,0,14,21,0,6,1,0,0,0,4,54,58,0,0,58,0
dr5rum,0,0,0,0,22,0,10,11,0,4,0,0,0,0,4,43,47,0,0,47,0
dr5run,0,0,1,1,2,0,0,0,0,0,0,1,0,7,2,10,12,0,0,12,0
dr5ruq,0,0,0,0,25,0,32,23,0,6,0,0,0,8,48,46,94,0,0,94,0
dr5rur,0,0,0,0,10,0,44,14,0,4,0,0,0,0,48,24,60,12,0,72,0
dr5rus,0,0,0,0,8,0,10,33,0,0,0,0,0,3,4,50,54,0,0,54,0
dr5rut,0,0,0,0,8,0,2,15,0,0,0,0,0,0,6,19,25,0,0,25,0
dr5ruu,0,0,0,0,45,1,20,22,0,3,0,4,6,1,14,88,100,2,0,102,0
dr5ruv,0,0,0,0,26,0,34,29,0,3,0,0,0,0,4,88,92,0,0,92,0
dr5ruw,0,0,0,0,3,0,2,19,0,0,0,0,0,1,16,9,24,1,0,25,0
dr5rux,0,0,0,0,17,0,14,15,0,0,0,0,0,0,16,30,46,0,0,46,0
dr5ruy,0,0,0,0,16,0,26,30,0,0,0,0,0,0,10,62,72,0,0,72,0
dr5ruz,0,0,0,0,0,0,5,13,0,0,0,0,0,0,2,16,18,0,0,18,0
dr5rv0,0,0,6,19,22,2,22,8,1,22,0,0,0,30,66,66,132,0,0,132,0
dr5rv1,0,0,0,0,10,1,62,30,0,0,0,0,0,0,46,57,103,0,0,103,0
dr5rv3,0,1,0,0,58,0,28,2,0,16,0,2,1,27,100,35,126,9,0,135,0
dr5rv4,0,0,0,0,0,0,17,16,0,4,0,0,0,4,24,17,41,0,0,41,0
dr5rv5,0,0,0,0,0,0,0,2,0,3,0,0,0,8,6,7,13,0,0,13,0
dr5rv6,0,0,0,0,10,0,38,44,0,14,0,6,8,0,56,64,115,5,0,120,0
dr5rv7,0,0,0,0,8,0,62,4,0,0,0,0,0,0,54,20,74,0,0,74,0
dr5rv9,0,0,0,0,35,1,36,0,0,0,0,0,0,11,36,47,83,0,0,83,0
dr5rvc,0,0,0,0,23,0,51,6,0,4,0,0,0,0,18,66,84,0,0,84,0
dr5rvd,0,0,0,0,24,1,38,6,1,2,0,1,5,0,42,36,78,0,0,78,0
dr5rve,0,0,0,0,0,0,58,7,0,29,0,0,0,0,68,26,94,0,0,94,0
dr5rvf,0,0,0,0,20,0,18,0,0,5,0,0,0,0,38,5,43,0,0,43,0
dr5rvg,0,0,0,0,2,0,18,7,0,52,0,0,0,0,62,17,79,0,0,79,0
dr5rvh,0,0,2,3,3,0,7,18,0,5,1,0,0,2,22,19,39,2,5,36,0
dr5rvj,0,0,1,1,12,0,19,20,0,6,0,0,0,3,32,30,62,0,1,61,0
dr5rvk,0,0,0,0,0,0,20,22,0,10,0,0,0,0,46,6,50,2,0,52,0
dr5rvm,0,0,0,0,0,0,7,4,0,10,0,0,0,6,22,5,27,0,0,27,0
dr5rvn,0,0,0,0,22,0,19,19,0,0,0,0,0,0,16,44,60,0,0,60,0
dr5rvp,0,0,0,0,29,0,27,21,0,0,0,0,0,0,12,65,77,0,0,77,0
dr5rvq,0,0,0,0,0,0,29,6,0,0,0,0,0,4,32,7,39,0,0,39,0
dr5rvr,0,0,0,4,5,0,14,18,0,0,0,0,0,0,16,25,41,0,0,41,0
dr5rvs,0,0,0,0,8,0,11,4,0,31,0,0,0,0,38,16,54,0,0,54,0
dr5rvt,0,0,0,0,12,0,46,16,1,0,0,0,0,0,48,27,75,0,0,75,0
dr5rvu,0,2,0,0,0,0,16,21,0,2,0,0,0,0,22,19,41,0,0,41,0
dr5rvv,0,0,0,0,0,0,40,20,2,30,0,0,0,0,54,38,92,0,0,92,0
dr5rvw,0,0,0,0,0,0,26,16,0,29,1,0,0,0,50,22,72,0,0,72,0
dr5rvx,0,0,0,0,0,0,14,0,0,2,0,0,0,0,12,4,16,0,0,16,0
dr5rvy,0,0,0,4,14,0,35,45,0,27,0,0,0,0,68,57,119,6,0,125,0
dr5rvz,0,0,0,0,0,0,41,0,0,20,0,0,0,0,44,17,61,0,0,61,0
dr5rw1,0,0,0,0,20,0,94,24,0,0,0,0,0,0,104,34,138,0,0,138,0
dr5rw2,0,0,0,0,0,0,70,32,0,2,0,0,0,0,84,20,104,0,0,104,0
dr5rw3,0,0,0,0,28,0,77,12,0,20,0,0,0,0,80,57,137,0,0,137,0
dr5rw6,0,0,0,0,0,0,75,16,0,24,0,0,0,0,62,53,115,0,0,115,0
dr5rw7,0,0,0,0,0,0,83,34,0,0,0,0,0,0,92,25,111,6,0,117,0
dr5rwd,0,0,0,0,0,0,55,0,0,0,0,0,0,0,48,7,55,0,0,55,0
dr5rws,0,0,0,0,0,0,61,14,0,10,0,0,0,0,66,19,85,0,0,85,0
dr5rww,0,0,0,2,0,0,60,18,0,23,0,0,0,0,78,25,99,4,0,103,0
dr5rwx,0,0,0,0,0,0,91,6,0,18,2,0,0,0,110,7,117,0,0,117,0
dr5rwz,0,0,0,0,12,3,96,20,0,25,0,0,0,0,74,82,156,0,0,156,0
dr5rx3,0,0,0,0,21,0,42,0,0,0,0,0,0,1,52,12,62,2,0,64,0
dr5rx4,0,0,0,0,0,0,111,8,1,0,0,0,0,0,98,22,118,2,0,120,0
dr5rx5,0,0,0,0,0,0,14,14,0,0,0,0,0,0,26,2,28,0,0,28,0
dr5rx6,0,0,0,0,5,0,48,9,0,0,0,0,0,1,42,21,63,0,0,63,0
dr5rx7,0,0,0,0,13,0,75,27,0,10,0,0,0,3,86,42,128,0,0,128,0
dr5rx9,0,0,0,0,8,0,28,0,0,0,0,0,0,0,30,6,36,0,0,36,0
dr5rxc,0,0,0,0,26,0,113,26,1,6,0,0,0,0,150,22,172,0,0,172,0
dr5rxd,0,0,0,11,0,0,22,40,2,0,0,0,0,0,36,39,75,0,0,75,0
dr5rxe,0,0,0,0,0,0,144,10,0,0,0,0,0,0,130,24,154,0,0,154,0
dr5rxf,0,0,0,0,0,0,72,20,0,16,0,0,0,0,90,18,108,0,0,108,0
dr5rxg,0,0,1,0,9,2,100,17,0,4,0,0,0,4,68,69,135,2,0,134,3
dr5rxj,0,0,0,0,14,0,89,0,0,24,1,0,0,0,96,32,128,0,0,128,0
dr5rxk,0,0,0,0,0,0,91,0,0,28,0,0,0,0,88,31,119,0,0,119,0
dr5rxm,0,0,0,0,0,1,69,0,0,13,0,0,0,0,56,27,83,0,0,83,0
dr5rxn,0,0,0,0,19,6,70,3,0,21,0,0,0,0,54,65,119,0,0,119,0
dr5rxp,0,0,0,10,6,0,34,23,2,13,1,0,0,0,36,53,83,6,0,87,2
dr5rxq,0,0,0,0,10,4,94,0,0,17,0,0,0,0,48,77,125,0,0,125,0
dr5rxs,0,0,0,0,3,3,157,0,0,8,0,0,0,0,116,55,171,0,5,162,4
dr5rxt,0,0,0,0,9,3,61,17,0,40,0,0,0,0,42,88,130,0,0,130,0
dr5rxu,0,0,3,0,6,4,38,0,0,13,0,0,0,0,12,52,64,0,0,64,0
dr5rxv,0,0,0,4,0,0,8,0,0,5,0,0,0,0,2,15,16,1,0,17,0
dr5ry0,0,0,0,0,10,2,39,12,0,17,0,0,0,0,44,36,80,0,0,80,0
dr5ry1,0,0,0,0,0,0,59,22,0,13,0,0,0,0,50,44,94,0,0,94,0
dr5ry2,0,0,3,6,12,3,100,11,0,60,1,0,0,0,118,78,186,10,0,196,0
dr5ry3,0,0,0,1,0,0,72,20,0,34,0,0,0,0,94,33,115,12,0,127,0
dr5ry4,0,0,0,0,22,0,46,8,0,26,1,0,0,0,78,25,103,0,0,103,0
dr5ry5,0,0,0,0,0,0,51,14,0,6,0,0,0,0,52,19,71,0,0,71,0
dr5ry7,0,0,4,4,25,2,56,0,0,0,0,0,0,0,56,35,84,7,0,91,0
dr5ry8,0,0,0,0,3,3,84,0,0,15,0,0,0,0,68,37,100,5,0,105,0
dr5ry9,0,0,0,0,0,0,53,52,0,33,0,0,0,0,90,48,136,2,0,138,0
dr5ryb,0,0,0,0,2,1,81,24,0,37,0,0,0,0,94,51,145,0,0,145,0
dr5ryc,0,0,0,0,0,0,86,14,0,3,0,0,0,0,48,55,103,0,0,103,0
dr5rye,0,1,0,0,22,0,57,0,0,4,0,0,0,0,60,24,84,0,0,84,0
dr5ryg,0,17,0,0,24,0,52,10,0,0,0,0,0,0,52,51,103,0,0,103,0
dr5ryh,0,0,0,0,0,0,76,0,0,8,0,0,0,0,60,24,84,0,0,84,0
dr5ryj,0,0,2,0,0,0,56,23,0,8,0,0,0,0,44,45,81,8,0,89,0
dr5ryk,0,0,1,1,3,0,39,0,0,10,0,0,0,0,40,14,54,0,0,54,0
dr5rym,0,0,0,0,0,0,28,10,0,30,0,0,0,0,40,28,63,5,0,68,0
dr5ryn,0,0,0,0,0,0,56,0,0,18,0,0,0,0,54,20,74,0,0,74,0
dr5ryp,0,0,0,0,0,0,52,0,0,24,0,0,0,0,60,16,76,0,0,76,0
dr5ryr,0,0,0,0,0,0,47,0,0,10,0,0,0,0,54,3,57,0,0,57,0
dr5rys,0,0,0,0,4,0,75,0,0,2,0,0,0,0,58,23,81,0,0,81,0
dr5ryv,0,0,0,1,0,0,56,8,0,19,0,0,0,12,54,42,96,0,0,96,0
dr5ryw,0,0,0,0,0,0,37,0,0,20,1,0,0,16,46,28,74,0,0,74,0
dr5ryy,0,0,0,7,0,0,2,10,10,9,1,0,0,8,10,37,42,5,0,47,0
dr5rz4,0,0,0,0,0,0,76,30,0,0,0,0,0,0,58,48,106,0,0,106,0
dr5rz6,0,0,1,0,0,0,40,24,0,0,0,0,0,13,56,22,76,2,0,78,0
dr5rzd,0,0,0,4,0,0,0,2,0,0,0,0,0,21,18,9,27,0,0,27,0
dr5rze,0,0,0,0,0,0,0,2,0,0,0,0,0,6,8,0,8,0,0,8,0
dr5rzg,0,0,0,0,0,0,40,34,2,6,0,0,0,0,44,38,80,2,0,82,0
dr5rzh,0,0,0,1,22,0,111,4,0,4,0,0,0,1,68,75,143,0,0,143,0
dr5rzj,0,0,1,4,0,0,59,0,0,20,6,0,0,4,40,54,83,11,4,90,0
dr5rzk,0,0,2,2,4,0,1,0,0,8,0,0,0,0,8,9,17,0,0,17,0
dr5rzn,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,13,6,7,2,11,0
dr5rzu,0,0,0,2,13,4,72,27,0,0,0,0,0,0,68,50,114,4,0,118,0
dr5rzv,0,0,1,1,0,0,70,21,2,18,0,0,0,0,94,19,111,2,0,113,0
dr5rzx,0,0,0,0,0,0,89,0,0,8,0,0,0,0,80,17,97,0,0,97,0
dr5rzy,0,0,0,1,0,0,19,12,2,2,0,0,0,0,20,16,36,0,0,36,0
dr5wb5,0,0,0,0,0,0,18,0,0,20,0,0,0,0,18,20,38,0,0,38,0
dr5wbh,0,0,0,0,16,0,27,0,0,42,0,0,0,0,26,59,85,0,0,85,0
