geohash,highway_busway,highway_living_street,highway_motorway,highway_motorway_link,highway_primary,highway_primary_link,highway_residential,highway_secondary,highway_secondary_link,highway_tertiary,highway_tertiary_link,highway_trunk,highway_trunk_link,highway_unclassified,oneway_False,oneway_True,bridge_no,bridge_yes,tunnel_building_passage,tunnel_no,tunnel_yes
dr5wbt,0,0,0,0,47,5,57,0,0,6,0,0,0,12,92,35,127,0,0,127,0
dr5wbv,0,0,0,0,22,0,40,0,0,9,0,0,0,5,56,20,76,0,0,76,0
dr5wbw,0,0,0,0,0,0,118,0,0,0,0,0,0,0,98,20,118,0,0,118,0
dr5wby,0,0,0,0,6,0,39,0,0,0,0,0,0,0,44,1,45,0,0,45,0
dr5x02,0,0,0,0,0,0,19,0,0,0,0,0,0,0,8,11,19,0,0,19,0
dr5x0x,0,0,1,9,0,0,0,0,0,0,0,0,0,8,8,10,16,2,0,18,0
dr5x0z,0,0,5,10,0,0,0,0,0,7,19,0,0,2,0,43,34,9,0,42,1
dr5x1d,0,0,0,0,4,0,44,0,0,10,0,0,0,0,58,0,58,0,0,58,0
dr5x1p,0,0,0,1,0,0,0,0,0,3,8,0,0,8,0,20,18,2,0,20,0
dr5x24,0,0,0,3,5,1,0,2,0,4,0,1,1,2,4,15,18,1,0,19,0
dr5x25,0,0,0,0,2,0,120,8,0,0,0,7,0,2,128,11,139,0,0,139,0
dr5x2e,0,0,0,16,7,0,96,5,0,0,0,0,0,0,86,38,121,3,0,124,0
dr5x2f,0,0,5,4,0,1,0,0,0,0,0,0,0,22,20,12,24,8,0,32,0
dr5x2h,0,0,0,0,20,0,81,4,0,0,0,0,0,0,102,3,105,0,0,105,0
dr5x2k,0,0,0,0,32,0,90,0,0,8,0,0,0,0,122,8,130,0,0,130,0
dr5x2p,0,0,0,0,0,0,101,0,0,12,0,0,0,0,94,19,113,0,0,113,0
dr5x2s,0,0,0,0,26,0,112,8,0,0,0,0,0,0,124,22,144,2,0,146,0
dr5x2t,0,0,2,2,0,0,88,6,0,0,0,0,0,0,78,20,96,2,0,98,0
dr5x2z,0,0,0,0,0,0,118,30,1,0,0,0,0,0,146,3,149,0,0,149,0
dr5x32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,0
dr5x34,0,0,1,0,17,1,83,0,0,0,0,4,1,7,76,38,114,0,0,114,0
dr5x36,0,0,0,0,0,0,172,30,0,6,0,0,0,0,206,2,208,0,0,208,0
dr5x3c,0,0,0,0,0,0,80,0,0,34,0,0,0,0,114,0,112,2,0,114,0
dr5x3k,0,0,0,0,0,0,75,20,0,25,0,0,0,0,90,30,120,0,0,120,0
dr5x3m,0,0,0,0,11,0,108,6,0,0,0,0,0,0,106,19,125,0,0,125,0
dr5x3p,0,0,0,0,8,2,93,30,0,0,0,0,0,0,114,19,133,0,0,133,0
dr5x3r,0,0,0,0,0,0,32,30,0,14,0,0,0,0,66,10,76,0,0,76,0
dr5x3t,0,0,0,0,29,4,80,12,1,0,0,0,0,0,82,44,126,0,0,126,0
dr5x3u,0,0,0,0,4,0,150,0,0,4,0,0,0,0,72,86,158,0,0,158,0
dr5x3v,0,0,0,0,22,2,125,0,0,0,0,0,0,0,114,35,149,0,0,149,0
dr5x61,0,0,0,0,0,0,122,0,0,30,0,0,0,0,150,2,152,0,0,152,0
dr5x66,0,0,0,0,0,0,12,0,0,15,3,7,2,4,22,21,43,0,0,43,0
dr5x6h,0,0,3,11,24,2,90,0,0,18,0,0,0,0,78,70,146,2,0,148,0
dr5x6k,0,0,0,0,18,0,126,0,0,20,0,0,0,0,162,2,164,0,0,164,0
dr5x6m,0,0,0,0,0,0,127,0,0,28,0,0,0,0,154,1,155,0,0,155,0
dr5x6p,0,0,0,0,0,0,95,10,0,10,0,0,0,0,114,1,115,0,0,115,0
dr5x6q,0,0,2,7,0,0,93,10,0,20,0,0,0,0,114,18,132,0,0,132,0
dr5x6w,0,0,1,8,0,0,90,22,0,4,0,0,0,0,106,19,125,0,0,125,0
dr5x81,0,0,0,0,28,0,65,50,0,0,0,0,0,0,120,23,143,0,0,143,0
dr5x82,0,0,0,0,25,0,95,3,0,0,0,0,0,0,62,61,119,4,0,123,0
dr5x83,0,0,1,3,11,0,64,49,0,14,0,0,0,0,88,54,140,2,0,140,2
dr5x84,0,0,1,5,6,0,60,12,0,0,0,0,0,0,58,26,81,3,0,84,0
dr5x87,0,0,0,0,0,0,88,3,0,10,0,0,0,0,64,37,101,0,0,101,0
dr5x89,0,0,0,0,4,0,45,14,0,16,0,0,0,7,62,24,86,0,0,85,1
dr5x8c,0,0,0,0,22,0,75,18,1,0,0,0,0,0,52,64,116,0,0,116,0
dr5x8d,0,0,0,0,25,0,45,4,0,20,0,0,0,0,56,38,94,0,0,94,0
dr5x8e,0,0,0,0,0,0,83,0,0,23,0,0,0,0,78,28,106,0,0,106,0
dr5x8f,0,0,0,0,40,0,88,4,0,2,0,0,0,0,84,50,134,0,0,134,0
dr5x8g,0,0,0,0,24,0,108,0,0,0,0,0,0,0,96,36,132,0,0,132,0
dr5x8h,0,0,2,12,27,6,51,6,0,5,0,0,0,0,42,67,95,14,0,109,0
dr5x8p,0,0,0,0,7,0,33,0,0,0,0,0,0,0,26,14,40,0,0,40,0
dr5x8r,0,0,0,0,0,0,39,5,0,14,0,0,0,0,22,36,58,0,0,58,0
dr5x8t,0,0,0,0,22,0,87,0,0,13,0,0,0,0,68,54,122,0,0,122,0
dr5x8v,0,0,0,0,7,0,57,8,0,0,0,0,0,0,34,38,72,0,0,72,0
dr5x8x,0,0,0,0,0,0,84,0,0,4,0,0,0,0,52,36,88,0,0,88,0
dr5x90,0,0,0,0,6,0,142,0,0,0,0,0,0,0,134,14,148,0,0,148,0
dr5x91,0,0,0,0,0,0,76,4,0,0,0,0,0,0,78,2,80,0,0,80,0
dr5x93,0,0,0,0,0,0,135,56,0,0,0,0,0,0,172,19,191,0,0,191,0
dr5x94,0,0,0,0,31,0,73,12,0,0,0,0,0,4,84,36,120,0,0,118,2
dr5x95,0,0,0,0,30,0,84,0,0,0,0,0,0,0,60,54,114,0,0,114,0
dr5x9f,0,0,0,0,4,0,178,0,0,0,0,0,0,0,164,18,182,0,0,182,0
dr5x9v,0,0,0,0,0,0,105,0,0,0,0,0,0,2,80,27,107,0,0,107,0
dr5xb2,0,0,0,2,0,0,72,39,0,14,0,0,0,0,86,41,125,2,0,127,0
dr5xb3,0,0,0,0,0,0,21,14,0,2,0,0,0,0,30,7,37,0,0,37,0
dr5xb5,0,0,0,0,0,0,39,12,0,32,0,0,0,0,62,21,83,0,0,83,0
dr5xbb,0,0,0,2,0,0,86,33,1,21,0,0,0,0,64,79,141,2,0,143,0
dr5xbg,0,0,0,0,22,0,90,4,0,0,0,0,0,0,108,8,116,0,0,116,0
dr5xbh,0,0,0,0,4,0,20,0,0,36,0,0,0,0,48,12,53,7,0,60,0
dr5xbj,0,0,0,0,4,0,77,0,0,36,0,0,0,0,112,5,117,0,0,117,0
dr5xbk,0,0,0,0,10,0,94,0,0,38,0,0,0,0,134,8,130,12,0,142,0
dr5xbn,0,0,0,0,0,0,87,0,0,32,0,0,0,0,110,9,119,0,0,119,0
dr5xbp,0,0,0,2,0,0,110,5,0,34,2,0,0,0,138,15,153,0,0,153,0
dr5xbq,0,0,0,0,0,0,105,0,0,30,0,0,0,0,134,1,135,0,0,135,0
dr5xbr,0,0,0,0,0,0,98,0,0,32,1,0,0,0,124,7,131,0,0,131,0
dr5xbu,0,0,0,0,15,4,139,8,0,24,0,0,0,0,166,24,190,0,0,188,2
dr5xbx,0,0,0,0,17,4,90,0,0,28,1,0,0,0,106,34,140,0,0,140,0
dr5xby,0,0,0,0,5,0,96,14,1,28,0,0,0,0,128,16,144,0,0,144,0
dr5xbz,0,0,0,1,0,0,82,9,0,2,0,0,0,0,84,10,94,0,0,94,0
dr5xc5,0,0,0,2,51,6,131,0,0,12,0,0,0,0,126,76,200,2,0,202,0
dr5xce,0,0,0,0,0,0,58,12,0,22,0,0,0,0,88,4,92,0,0,92,0
dr5xck,0,0,0,0,24,0,115,4,0,14,0,0,0,0,114,43,155,2,0,157,0
dr5xcm,0,0,0,0,0,0,146,0,0,20,0,0,0,0,166,0,166,0,0,166,0
dr5xcp,0,0,0,0,0,0,54,0,0,20,0,0,0,0,60,14,74,0,0,74,0
dr5xcu,0,0,0,0,1,1,63,16,0,0,0,0,0,0,62,19,81,0,0,81,0
dr5xcv,0,0,0,0,12,0,54,16,0,0,0,0,0,0,68,14,80,2,0,82,0
dr5xd0,0,0,0,0,0,0,92,18,0,0,0,0,0,0,110,0,110,0,0,110,0
dr5xd1,0,0,0,0,0,0,138,16,0,0,0,0,0,0,140,14,154,0,0,154,0
dr5xd2,0,0,0,0,0,0,87,22,10,0,0,0,0,0,106,13,119,0,0,119,0
dr5xd3,0,0,0,0,0,0,112,0,0,4,0,0,0,0,114,2,116,0,0,116,0
dr5xd6,0,0,2,3,9,0,94,0,0,0,0,0,0,6,98,16,112,2,0,114,0
dr5xd8,0,0,0,0,0,0,68,6,0,0,0,0,0,0,74,0,74,0,0,74,0
dr5xd9,0,0,0,0,0,0,55,2,0,4,0,0,0,0,60,1,61,0,0,61,0
dr5xdd,0,0,0,0,28,0,67,25,0,0,0,0,0,0,114,6,120,0,0,120,0
dr5xdj,0,0,0,0,3,0,126,32,0,0,0,0,0,0,142,19,161,0,0,161,0
dr5xdm,0,0,2,4,37,3,117,0,0,12,1,0,0,0,100,76,170,6,0,176,0
dr5xdn,0,0,0,0,20,0,139,22,0,0,0,0,0,0,154,27,181,0,0,181,0
dr5xdq,0,0,2,2,4,0,128,0,0,19,0,0,0,0,126,29,155,0,0,155,0
dr5xdr,0,0,0,4,28,0,78,0,0,14,0,0,0,0,108,16,122,2,0,124,0
dr5xdv,0,0,0,0,0,0,101,34,0,12,4,0,0,0,136,15,151,0,0,151,0
dr5xdx,0,0,0,0,24,0,103,9,0,0,0,0,0,0,120,16,136,0,0,136,0
dr5xen,0,0,0,0,19,2,109,12,2,0,0,0,0,0,122,22,144,0,0,142,2
dr5xf1,0,0,2,8,0,0,10,0,0,0,0,0,0,0,10,10,15,5,0,20,0
dr5xfg,0,0,0,0,4,0,6,10,1,0,0,0,0,8,26,3,29,0,0,29,0
dr5xfh,0,0,0,0,0,0,114,3,0,16,0,0,0,0,124,9,131,2,0,133,0
dr5xfk,0,0,0,1,0,0,95,23,0,1,2,0,0,0,104,18,122,0,0,122,0
dr5xfn,0,0,0,0,21,1,104,6,0,12,0,0,0,0,132,12,144,0,0,144,0
dr5xft,0,0,3,2,4,0,8,6,0,11,1,0,0,0,14,21,35,0,0,35,0
dr70n6,0,0,2,4,7,0,6,0,0,0,0,0,0,3,2,20,21,1,0,22,0
dr70nb,0,0,0,0,12,0,43,26,0,2,1,0,0,0,80,4,84,0,0,84,0
dr70nc,0,0,0,0,24,0,66,2,0,14,0,0,0,0,96,10,106,0,0,106,0
dr70nk,0,0,0,0,16,0,28,0,0,0,0,0,0,0,44,0,44,0,0,44,0
dr70nz,0,0,0,0,18,0,27,0,0,9,1,0,0,0,52,3,55,0,0,55,0
dr70p7,0,0,0,0,8,0,48,2,0,12,0,0,0,0,68,2,64,6,0,70,0
dr70p8,0,0,0,0,10,0,42,8,0,26,0,0,0,0,72,14,82,4,0,86,0
dr70p9,0,0,0,0,14,0,30,18,1,16,0,0,0,0,60,19,73,6,0,79,0
dr70pd,0,0,0,2,17,0,48,18,0,20,0,0,0,0,78,27,101,4,0,105,0
dr70pe,0,0,0,0,12,0,51,24,0,0,0,0,0,0,86,1,87,0,0,87,0
dr70pf,0,0,0,0,0,0,94,8,0,20,0,0,0,0,118,4,120,2,0,122,0
dr70pj,0,0,0,0,8,0,55,0,0,29,0,0,0,0,88,4,92,0,0,92,0
dr70pk,0,0,0,0,10,0,28,4,0,2,0,0,0,0,44,0,42,2,0,44,0
dr70pn,0,0,0,0,8,0,33,6,0,38,0,0,0,0,68,17,85,0,0,85,0
dr70pp,0,0,0,0,0,0,46,10,0,2,0,0,0,0,58,0,58,0,0,58,0
dr70pq,0,0,0,0,0,0,83,12,0,2,0,0,0,4,100,1,101,0,0,101,0
dr70pr,0,0,0,0,0,0,32,4,0,0,0,0,0,0,36,0,36,0,0,36,0
dr70ps,0,0,0,0,12,0,53,0,2,6,0,0,0,0,70,3,67,6,0,73,0
dr70pt,0,0,0,0,8,0,34,0,0,16,0,0,0,0,54,4,56,2,0,58,0
dr70py,0,0,0,0,0,0,42,0,0,32,0,0,0,0,70,4,74,0,0,74,0
dr70pz,0,0,0,0,0,0,28,0,0,10,0,0,0,0,36,2,38,0,0,38,0
dr70qc,0,0,0,0,14,0,36,0,0,0,0,0,0,0,48,2,50,0,0,50,0
dr70qv,0,0,0,0,8,0,16,0,0,4,0,0,0,0,28,0,28,0,0,28,0
dr70qy,0,0,0,0,6,0,42,0,0,8,0,0,0,0,50,6,54,2,0,56,0
dr70r0,0,0,0,0,0,0,43,12,0,4,0,0,0,0,58,1,59,0,0,59,0
dr70r2,0,0,0,0,0,0,60,8,0,0,0,0,0,0,64,4,68,0,0,68,0
dr70r8,0,0,0,0,0,0,47,30,0,6,0,0,0,2,76,9,85,0,0,85,0
dr70r9,0,0,0,0,0,0,20,10,0,0,0,0,0,3,30,3,33,0,0,33,0
dr70rf,0,0,0,0,6,0,14,0,0,12,0,0,0,2,34,0,34,0,0,34,0
dr70rv,0,0,0,0,0,0,86,0,0,2,0,0,0,0,88,0,88,0,0,88,0
dr70rw,0,0,0,0,0,0,16,2,0,0,0,0,0,2,20,0,20,0,0,20,0
dr70rx,0,0,0,0,0,0,2,8,0,4,0,0,0,13,24,3,25,2,0,27,0
dr70ry,0,0,0,0,0,0,52,0,0,10,0,1,0,0,62,1,63,0,0,63,0
dr70rz,0,0,0,0,0,0,79,0,0,22,0,3,14,0,106,12,116,2,0,118,0
dr70x5,0,0,0,0,0,0,32,20,0,0,0,2,10,0,54,10,62,2,0,64,0
dr70x6,0,0,0,0,0,0,26,0,0,28,1,2,6,0,54,9,62,1,0,63,0
dr70x7,0,0,0,0,0,0,46,0,0,21,0,0,0,0,64,3,67,0,0,67,0
dr70x8,0,0,0,0,0,0,6,0,0,20,0,1,4,3,16,18,32,2,0,34,0
dr70xb,0,0,0,0,12,1,52,11,0,3,0,5,11,0,56,39,91,4,0,95,0
dr70xe,0,0,0,0,0,0,86,0,0,0,0,0,0,0,86,0,86,0,0,86,0
dr70xx,0,0,0,0,10,0,22,10,0,16,0,0,0,0,54,4,58,0,0,58,0
dr70z8,0,0,0,0,18,0,62,0,0,4,0,0,0,0,84,0,78,6,0,84,0
dr70zb,0,0,0,0,2,0,29,14,0,18,0,0,0,0,48,15,58,5,0,63,0
dr7200,0,0,0,0,0,0,63,6,0,0,0,0,0,2,60,11,71,0,0,71,0
dr7202,0,0,0,0,0,0,43,12,0,26,1,0,0,2,80,4,80,4,0,84,0
dr7204,0,0,0,0,0,0,54,22,2,0,0,0,0,0,74,4,78,0,0,78,0
dr7205,0,0,0,0,0,0,46,6,0,2,0,0,0,0,52,2,54,0,0,54,0
dr7207,0,0,0,0,0,0,58,0,0,24,0,0,0,0,78,4,82,0,0,82,0
dr720b,0,0,0,0,38,0,53,0,0,0,0,0,0,0,84,7,91,0,0,91,0
dr720d,0,0,0,0,0,0,79,14,0,32,0,0,0,0,122,3,125,0,0,125,0
dr720e,0,0,0,0,0,0,128,0,0,18,0,0,0,0,130,16,146,0,0,146,0
dr720f,0,0,1,4,18,0,90,0,0,2,0,0,0,0,108,7,115,0,0,115,0
dr720h,0,0,0,0,0,0,53,0,0,14,0,0,0,0,64,3,65,2,0,67,0
dr720p,0,0,0,0,0,0,54,2,0,14,0,0,0,0,70,0,70,0,0,70,0
dr720q,0,0,0,0,0,0,69,14,0,14,0,0,0,0,90,7,97,0,0,97,0
dr720s,0,0,0,0,0,0,120,2,0,20,0,0,0,0,140,2,142,0,0,142,0
dr720u,0,0,0,1,4,0,12,4,0,4,0,0,0,0,24,1,25,0,0,25,0
dr720v,0,0,0,1,4,0,21,22,0,6,0,0,0,0,50,4,52,2,0,54,0
dr7211,0,0,0,0,20,0,47,0,0,0,0,0,0,0,62,5,67,0,0,67,0
dr7216,0,0,0,0,0,0,66,0,0,24,0,0,0,6,96,0,96,0,0,96,0
dr7217,0,0,0,0,8,0,75,0,0,18,0,0,0,0,100,1,101,0,0,101,0
dr721k,0,0,0,0,16,0,81,0,0,4,0,0,0,0,98,3,101,0,0,101,0
dr721m,0,0,0,0,14,0,77,0,0,0,0,0,0,4,86,9,93,2,0,95,0
dr721p,0,0,1,1,0,0,13,0,0,2,0,0,0,0,14,3,15,2,0,17,0
dr721s,0,0,0,0,0,0,28,0,0,4,0,0,0,2,26,8,34,0,0,34,0
dr721t,0,0,0,5,6,1,16,0,0,16,0,0,0,0,38,6,44,0,0,44,0
dr7224,0,0,0,0,0,0,54,0,0,0,0,0,0,0,52,2,54,0,0,54,0
dr7226,0,0,0,0,16,1,41,0,0,0,0,1,7,0,60,6,64,2,0,66,0
dr7227,0,0,0,0,18,2,75,23,0,17,0,0,0,0,94,41,135,0,0,135,0
dr722b,0,0,0,0,0,0,23,6,0,12,0,0,1,0,40,2,40,2,0,42,0
dr722c,0,0,0,0,12,0,19,6,0,2,0,2,4,0,40,5,44,1,0,45,0
dr722d,0,0,0,0,0,0,8,6,1,0,0,0,0,2,16,1,17,0,0,17,0
dr722t,0,0,0,0,0,0,118,6,0,0,0,0,0,0,124,0,124,0,0,124,0
dr722u,0,0,0,0,14,0,78,18,0,3,0,0,0,0,106,7,111,2,0,113,0
dr722v,0,0,0,0,10,0,68,26,0,0,0,0,0,0,98,6,102,2,0,104,0
dr7230,0,0,2,2,0,0,10,0,0,12,0,0,2,0,22,6,26,2,0,28,0
dr7231,0,0,0,0,0,0,26,0,0,10,0,0,0,0,32,4,36,0,0,34,2
dr7236,0,0,0,0,16,0,83,20,0,0,0,0,0,0,112,7,119,0,0,119,0
dr7238,0,0,0,0,0,0,79,0,0,18,0,0,0,0,92,5,97,0,0,97,0
dr723b,0,0,0,0,0,0,27,29,0,22,0,4,2,2,56,30,86,0,0,86,0
dr723e,0,0,0,0,30,0,105,0,0,0,0,0,0,0,132,3,135,0,0,135,0
dr723g,0,0,0,0,0,0,94,0,0,0,0,0,0,0,90,4,94,0,0,94,0
dr723n,0,0,0,0,31,0,76,8,1,30,0,0,0,0,94,52,146,0,0,146,0
dr723u,0,0,0,0,0,0,96,0,0,0,0,0,0,0,92,4,96,0,0,96,0
dr723x,0,0,0,0,14,0,61,18,0,33,0,0,0,0,110,16,124,2,0,126,0
dr723y,0,0,0,0,0,0,36,0,0,16,1,0,0,0,52,1,53,0,0,53,0
dr723z,0,0,0,0,0,0,11,4,0,16,2,0,0,0,30,3,31,2,0,33,0
dr7246,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3,0,0,3,0
dr724b,0,0,0,1,10,0,5,0,0,3,0,1,2,0,16,6,22,0,0,22,0
dr724c,0,0,0,5,0,0,82,35,3,7,2,11,10,0,84,71,155,0,0,155,0
dr724j,0,0,3,9,0,0,0,0,0,22,2,0,0,2,22,16,38,0,0,38,0
dr724k,0,0,5,10,0,0,0,0,0,13,8,0,0,3,10,29,31,8,0,36,3
dr724m,0,0,2,13,0,0,0,0,0,14,0,0,0,6,14,21,35,0,0,35,0
dr724q,0,0,0,0,0,0,0,0,0,6,2,0,0,10,16,2,16,2,0,18,0
dr724t,0,0,1,6,0,0,0,0,0,27,1,0,0,3,8,30,38,0,0,37,1
dr7250,0,0,0,0,8,0,6,0,0,4,0,4,4,0,18,8,26,0,0,26,0
dr7251,0,0,0,0,0,0,4,0,0,12,2,0,0,2,12,8,20,0,0,20,0
dr7252,0,0,0,0,20,0,100,16,0,4,0,2,0,0,116,26,142,0,0,142,0
dr7257,0,0,0,0,0,0,2,0,0,2,1,0,0,2,6,1,5,2,0,7,0
dr7258,0,0,0,0,16,0,67,0,0,32,0,0,0,1,74,42,116,0,0,116,0
dr7259,0,0,0,0,10,0,72,0,0,36,0,0,0,0,70,48,118,0,1,117,0
dr725b,0,0,0,0,14,0,41,14,0,24,0,0,0,0,74,19,93,0,1,92,0
dr725d,0,0,0,0,18,0,72,0,0,12,0,0,0,0,86,16,102,0,0,102,0
dr725g,0,0,0,0,10,0,55,0,0,53,0,0,0,0,78,40,118,0,0,118,0
dr725s,0,0,0,0,13,0,9,0,0,12,0,0,0,0,26,8,34,0,0,34,0
dr725u,0,0,0,0,24,0,84,0,0,4,0,0,0,0,66,46,112,0,0,112,0
dr725v,0,0,0,0,31,3,86,0,0,21,0,0,0,8,100,49,149,0,0,149,0
dr725y,0,0,0,0,4,0,18,0,0,0,0,0,0,0,22,0,22,0,0,22,0
dr7260,0,0,0,0,3,3,20,0,0,0,0,0,0,0,14,12,26,0,0,26,0
dr726n,0,0,0,0,0,0,66,0,0,21,0,0,0,0,78,9,87,0,0,87,0
dr726r,0,0,0,0,0,0,44,2,0,14,0,0,0,0,60,0,60,0,0,60,0
dr726x,0,0,0,0,0,0,37,18,0,26,0,8,19,2,90,20,105,5,0,110,0
dr726y,0,0,0,0,0,0,3,0,0,13,0,5,2,0,14,9,23,0,0,23,0
dr726z,0,0,1,2,0,0,0,0,0,6,0,0,0,0,6,3,7,2,0,9,0
dr727c,0,0,0,0,17,5,50,6,0,22,0,0,0,0,78,22,98,2,0,100,0
dr727h,0,0,0,0,10,0,90,0,0,28,0,0,0,0,126,2,128,0,0,128,0
dr727m,0,0,0,0,16,2,51,20,1,0,0,3,1,0,64,30,94,0,0,94,0
dr727n,0,0,0,0,10,0,70,0,0,26,0,0,0,0,104,2,106,0,0,106,0
dr727p,0,0,2,12,39,4,57,2,0,22,0,0,0,0,96,42,134,4,0,138,0
dr727t,0,0,0,0,10,0,138,10,0,18,0,0,0,0,116,60,176,0,0,176,0
dr727u,0,0,1,1,0,0,8,2,0,0,0,0,0,0,10,2,12,0,0,12,0
dr7283,0,0,1,2,19,3,21,0,0,12,0,9,14,0,44,37,75,6,0,81,0
dr728b,0,0,0,0,16,0,85,0,0,16,0,0,0,4,120,1,121,0,0,121,0
dr728e,0,0,0,0,16,0,62,0,0,18,0,0,0,0,90,6,96,0,0,96,0
dr728q,0,0,1,26,7,0,39,6,0,18,0,0,0,0,48,49,91,6,0,97,0
dr728s,0,0,0,0,8,0,120,0,0,14,0,0,0,0,138,4,142,0,0,142,0
dr728t,0,0,1,7,0,0,72,0,0,8,0,0,0,0,78,10,86,2,0,88,0
dr7291,0,0,0,0,0,0,66,28,0,41,0,0,0,0,112,23,135,0,0,135,0
dr7293,0,0,0,2,10,0,31,0,0,24,0,0,0,2,50,19,67,2,0,69,0
dr7298,0,0,0,0,8,0,100,0,0,14,0,0,0,0,118,4,122,0,0,122,0
dr7299,0,0,0,0,0,0,103,0,0,4,0,0,0,0,106,1,107,0,0,107,0
dr729b,0,0,0,0,0,0,109,10,0,12,0,0,0,0,108,23,131,0,0,131,0
dr729e,0,0,0,0,0,0,126,0,0,36,0,0,0,0,152,10,162,0,0,162,0
dr729n,0,0,2,0,17,0,39,3,0,2,0,0,0,0,58,5,61,2,0,63,0
dr729s,0,0,0,0,0,0,92,0,0,34,0,13,5,0,124,20,144,0,0,144,0
dr729v,0,0,0,0,0,0,32,8,0,0,0,0,0,0,40,0,40,0,0,40,0
dr72b0,0,0,1,1,35,0,37,18,0,24,0,0,0,0,82,34,116,0,0,116,0
dr72b1,0,0,0,0,53,3,38,0,0,13,0,0,0,0,100,7,101,6,0,107,0
dr72bt,0,0,0,0,23,0,66,8,1,12,0,0,0,0,100,10,108,2,0,110,0
dr72by,0,0,2,4,14,2,10,6,0,12,0,0,0,0,42,8,46,4,0,50,0
dr72c1,0,0,0,0,12,6,70,0,0,2,0,0,0,0,78,12,90,0,0,90,0
dr72c4,0,0,0,0,10,0,54,12,0,8,0,0,0,0,84,0,84,0,0,84,0
dr72c5,0,0,0,0,8,0,84,0,0,18,0,0,0,0,108,2,110,0,0,110,0
dr72c6,0,0,0,0,0,0,68,0,0,8,0,0,0,0,76,0,76,0,0,76,0
dr72c7,0,0,4,9,0,0,60,0,0,46,0,0,0,0,108,11,112,7,0,119,0
dr72cb,0,0,0,0,0,0,80,0,0,28,0,0,0,0,106,2,108,0,0,108,0
dr72cd,0,0,0,0,3,0,109,0,0,10,2,0,0,0,114,10,124,0,0,124,0
dr72cf,0,0,3,3,10,0,61,2,0,3,5,0,5,4,58,38,95,1,0,96,0
dr72ch,0,0,2,4,4,0,85,28,0,0,0,0,0,0,114,9,121,2,0,123,0
dr72cj,0,0,1,2,0,0,36,0,0,0,0,0,0,2,38,3,39,2,0,41,0
dr72ck,0,0,1,1,0,0,90,14,0,18,0,0,0,0,120,4,124,0,0,124,0
dr72cn,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,12,0,0,12,0
dr72d1,0,0,0,0,0,0,61,10,2,8,0,0,0,0,62,19,79,2,0,81,0
dr72d6,0,0,0,0,0,0,38,0,0,0,0,0,0,0,38,0,38,0,0,38,0
dr72d7,0,0,1,0,0,0,88,0,0,6,0,0,0,0,92,3,95,0,0,95,0
dr72d9,0,0,0,2,0,0,60,4,0,10,0,4,3,0,72,11,77,6,0,83,0
dr72df,0,0,0,0,0,0,48,12,1,24,0,0,0,0,74,11,85,0,0,85,0
dr72dg,0,0,0,0,0,0,44,0,0,28,0,0,0,0,70,2,70,2,0,72,0
dr72dk,0,0,0,2,10,0,54,14,0,8,0,3,2,0,84,9,89,4,0,93,0
dr72dm,0,0,0,0,0,0,20,0,0,16,0,0,0,0,36,0,36,0,0,36,0
dr72dq,0,0,0,0,0,0,66,0,0,16,0,4,0,0,82,4,86,0,0,86,0
dr72dr,0,0,0,0,0,0,38,20,0,22,2,3,12,14,94,17,111,0,0,111,0
dr72dw,0,0,0,0,10,0,113,32,0,1,0,0,0,0,134,22,156,0,0,156,0
dr72e1,0,0,0,0,14,0,44,45,1,14,1,0,0,1,98,22,120,0,0,120,0
dr72e5,0,0,0,0,6,0,41,0,0,38,1,0,0,0,72,14,86,0,0,86,0
dr72ee,0,0,0,0,0,0,68,10,0,23,0,0,0,0,98,3,99,2,0,101,0
dr72eg,0,0,0,0,14,1,87,2,0,14,0,1,8,0,120,7,127,0,0,127,0
dr72ej,0,0,0,0,6,0,61,10,0,2,0,0,0,0,76,3,79,0,0,79,0
dr72em,0,0,0,0,6,0,18,24,0,0,0,2,11,0,36,25,61,0,0,61,0
dr72eq,0,0,0,0,10,1,2,0,0,0,0,4,6,0,4,19,21,2,0,23,0
dr72er,0,0,0,0,23,7,8,8,0,4,0,0,2,0,30,22,52,0,0,52,0
dr72eu,0,0,0,0,0,0,44,0,0,38,4,3,5,0,84,10,92,2,0,94,0
dr72ev,0,0,0,0,0,0,53,0,0,18,0,0,0,0,62,9,71,0,0,71,0
dr72ex,0,0,0,0,0,0,72,8,0,0,0,0,0,0,76,4,80,0,0,80,0
dr72ey,0,0,0,0,0,0,57,0,0,34,0,0,0,0,90,1,89,2,0,91,0
dr72ez,0,0,0,0,0,0,106,0,0,16,0,0,0,0,122,0,122,0,0,122,0
dr72f0,0,0,0,0,0,0,59,6,0,0,0,0,0,2,64,3,67,0,0,67,0
dr72f1,0,0,0,5,0,0,21,15,5,6,0,2,0,11,28,37,65,0,0,65,0
dr72f2,0,0,0,0,0,0,10,2,0,28,0,4,9,2,38,17,53,2,0,54,1
dr72f3,0,0,0,1,0,0,8,0,0,6,0,2,25,22,34,30,53,11,0,64,0
dr72f4,0,0,0,0,0,0,0,22,3,2,1,6,6,0,22,18,31,9,0,40,0
